"EmployeeID","Stage","Score","ScoreDate"
"BLD-100266","Probation","8","2011-04-06"
"BLD-100267","Interview","10","2020-03-05"
"BLD-100267","Recruiting","9","2020-03-05"
"BLD-100267","Onboarding","8","2020-03-05"
"BLD-100267","Probation","8","2020-03-05"
"BLD-100268","Interview","10","2015-07-16"
"BLD-100268","Recruiting","9","2015-07-16"
"BLD-100268","Onboarding","8","2015-07-16"
"BLD-100268","Probation","8","2015-07-16"
"BLD-100269","Interview","10","2012-10-11"
"BLD-100269","Recruiting","9","2012-10-11"
"BLD-100269","Onboarding","8","2012-10-11"
"BLD-100269","Probation","8","2012-10-11"
"BLD-100270","Interview","10","2012-01-07"
"BLD-100270","Recruiting","9","2012-01-07"
"BLD-100270","Onboarding","8","2012-01-07"
"BLD-100270","Probation","8","2012-01-07"
"BLD-100271","Interview","10","2016-08-28"
"BLD-100271","Recruiting","9","2016-08-28"
"BLD-100271","Onboarding","8","2016-08-28"
"BLD-100271","Probation","8","2016-08-28"
"BLD-100272","Interview","10","2010-01-16"
"BLD-100272","Recruiting","9","2010-01-16"
"BLD-100272","Onboarding","8","2010-01-16"
"BLD-100272","Probation","8","2010-01-16"
"BLD-100273","Interview","10","2010-01-17"
"BLD-100273","Recruiting","9","2010-01-17"
"BLD-100273","Onboarding","8","2010-01-17"
"BLD-100273","Probation","8","2010-01-17"
"BLD-100274","Interview","10","2022-07-01"
"BLD-100274","Recruiting","9","2022-07-01"
"BLD-100274","Onboarding","8","2022-07-01"
"BLD-100274","Probation","8","2022-07-01"
"BLD-100275","Interview","10","2016-09-18"
"BLD-100275","Recruiting","9","2016-09-18"
"BLD-100275","Onboarding","8","2016-09-18"
"BLD-100275","Probation","8","2016-09-18"
"BLD-100276","Interview","10","2017-02-06"
"BLD-100276","Recruiting","9","2017-02-06"
"BLD-100276","Onboarding","8","2017-02-06"
"BLD-100276","Probation","8","2017-02-06"
"BLD-100277","Interview","10","2013-04-07"
"BLD-100277","Recruiting","9","2013-04-07"
"BLD-100277","Onboarding","8","2013-04-07"
"BLD-100277","Probation","8","2013-04-07"
"BLD-100278","Interview","10","2012-11-10"
"BLD-100278","Recruiting","9","2012-11-10"
"BLD-100278","Onboarding","8","2012-11-10"
"BLD-100278","Probation","8","2012-11-10"
"BLD-100279","Interview","10","2020-06-16"
"BLD-100279","Recruiting","9","2020-06-16"
"BLD-100279","Onboarding","8","2020-06-16"
"BLD-100279","Probation","8","2020-06-16"
"BLD-100280","Interview","10","2019-11-14"
"BLD-100280","Recruiting","9","2019-11-14"
"BLD-100280","Onboarding","8","2019-11-14"
"BLD-100280","Probation","8","2019-11-14"
"BLD-100281","Interview","10","2022-05-18"
"BLD-100281","Recruiting","9","2022-05-18"
"BLD-100281","Onboarding","8","2022-05-18"
"BLD-100281","Probation","8","2022-05-18"
"BLD-100282","Interview","10","2011-03-25"
"BLD-100282","Recruiting","9","2011-03-25"
"BLD-100282","Onboarding","8","2011-03-25"
"BLD-100282","Probation","8","2011-03-25"
"BLD-100283","Interview","10","2017-06-21"
"BLD-100283","Recruiting","9","2017-06-21"
"BLD-100283","Onboarding","8","2017-06-21"
"BLD-100283","Probation","8","2017-06-21"
"BLD-100284","Interview","10","2011-04-20"
"BLD-100284","Recruiting","9","2011-04-20"
"BLD-100284","Onboarding","8","2011-04-20"
"BLD-100284","Probation","8","2011-04-20"
"BLD-100285","Interview","10","2010-01-23"
"BLD-100285","Recruiting","9","2010-01-23"
"BLD-100285","Onboarding","8","2010-01-23"
"BLD-100285","Probation","8","2010-01-23"
"BLD-100286","Interview","10","2017-11-07"
"BLD-100286","Recruiting","9","2017-11-07"
"BLD-100286","Onboarding","8","2017-11-07"
"BLD-100286","Probation","8","2017-11-07"
"BLD-100287","Interview","10","2011-12-01"
"BLD-100287","Recruiting","9","2011-12-01"
"BLD-100287","Onboarding","8","2011-12-01"
"BLD-100287","Probation","8","2011-12-01"
"BLD-100288","Interview","10","2021-06-25"
"BLD-100288","Recruiting","9","2021-06-25"
"BLD-100288","Onboarding","8","2021-06-25"
"BLD-100288","Probation","8","2021-06-25"
"BLD-100289","Interview","10","2013-03-31"
"BLD-100289","Recruiting","9","2013-03-31"
"BLD-100289","Onboarding","8","2013-03-31"
"BLD-100289","Probation","8","2013-03-31"
"BLD-100290","Interview","10","2021-08-28"
"BLD-100290","Recruiting","9","2021-08-28"
"BLD-100290","Onboarding","8","2021-08-28"
"BLD-100290","Probation","8","2021-08-28"
"BLD-100291","Interview","10","2016-04-23"
"BLD-100291","Recruiting","9","2016-04-23"
"BLD-100291","Onboarding","8","2016-04-23"
"BLD-100291","Probation","8","2016-04-23"
"BLD-100292","Interview","10","2014-07-22"
"BLD-100292","Recruiting","9","2014-07-22"
"BLD-100292","Onboarding","8","2014-07-22"
"BLD-100292","Probation","8","2014-07-22"
"BLD-100293","Interview","10","2016-03-24"
"BLD-100293","Recruiting","9","2016-03-24"
"BLD-100293","Onboarding","8","2016-03-24"
"BLD-100293","Probation","8","2016-03-24"
"BLD-100294","Interview","10","2010-07-09"
"BLD-100294","Recruiting","9","2010-07-09"
"BLD-100294","Onboarding","8","2010-07-09"
"BLD-100294","Probation","8","2010-07-09"
"BLD-100295","Interview","10","2011-12-30"
"BLD-100295","Recruiting","9","2011-12-30"
"BLD-100295","Onboarding","8","2011-12-30"
"BLD-100295","Probation","8","2011-12-30"
"BLD-100296","Interview","10","2014-07-31"
"BLD-100296","Recruiting","9","2014-07-31"
"BLD-100296","Onboarding","8","2014-07-31"
"BLD-100296","Probation","8","2014-07-31"
"BLD-100297","Interview","10","2022-03-01"
"BLD-100297","Recruiting","9","2022-03-01"
"BLD-100297","Onboarding","8","2022-03-01"
"BLD-100297","Probation","8","2022-03-01"
"BLD-100298","Interview","10","2020-08-11"
"BLD-100298","Recruiting","9","2020-08-11"
"BLD-100298","Onboarding","8","2020-08-11"
"BLD-100298","Probation","8","2020-08-11"
"BLD-100299","Interview","10","2014-12-16"
"BLD-100299","Recruiting","9","2014-12-16"
"BLD-100299","Onboarding","8","2014-12-16"
"BLD-100299","Probation","8","2014-12-16"
"BLD-100300","Interview","10","2021-12-30"
"BLD-100300","Recruiting","9","2021-12-30"
"BLD-100300","Onboarding","8","2021-12-30"
"BLD-100300","Probation","8","2021-12-30"
"BLD-100301","Interview","10","2019-02-11"
"BLD-100301","Recruiting","9","2019-02-11"
"BLD-100301","Onboarding","8","2019-02-11"
"BLD-100301","Probation","8","2019-02-11"
"BLD-100302","Interview","10","2011-01-31"
"BLD-100302","Recruiting","9","2011-01-31"
"BLD-100302","Onboarding","8","2011-01-31"
"BLD-100302","Probation","8","2011-01-31"
"BLD-100303","Interview","10","2021-10-19"
"BLD-100303","Recruiting","9","2021-10-19"
"BLD-100303","Onboarding","8","2021-10-19"
"BLD-100303","Probation","8","2021-10-19"
"BLD-100304","Interview","10","2012-05-13"
"BLD-100304","Recruiting","9","2012-05-13"
"BLD-100304","Onboarding","8","2012-05-13"
"BLD-100304","Probation","8","2012-05-13"
"BLD-100305","Interview","10","2017-07-19"
"BLD-100305","Recruiting","9","2017-07-19"
"BLD-100305","Onboarding","8","2017-07-19"
"BLD-100305","Probation","8","2017-07-19"
"BLD-100306","Interview","10","2016-09-22"
"BLD-100306","Recruiting","9","2016-09-22"
"BLD-100306","Onboarding","8","2016-09-22"
"BLD-100306","Probation","8","2016-09-22"
"BLD-100307","Interview","10","2020-10-07"
"BLD-100307","Recruiting","9","2020-10-07"
"BLD-100307","Onboarding","8","2020-10-07"
"BLD-100307","Probation","8","2020-10-07"
"BLD-100308","Interview","10","2013-12-30"
"BLD-100308","Recruiting","9","2013-12-30"
"BLD-100308","Onboarding","8","2013-12-30"
"BLD-100308","Probation","8","2013-12-30"
"BLD-100309","Interview","10","2013-11-20"
"BLD-100309","Recruiting","9","2013-11-20"
"BLD-100309","Onboarding","8","2013-11-20"
"BLD-100309","Probation","8","2013-11-20"
"BLD-100310","Interview","10","2018-08-23"
"BLD-100310","Recruiting","9","2018-08-23"
"BLD-100310","Onboarding","8","2018-08-23"
"BLD-100310","Probation","8","2018-08-23"
"BLD-100311","Interview","10","2015-06-19"
"BLD-100311","Recruiting","9","2015-06-19"
"BLD-100311","Onboarding","8","2015-06-19"
"BLD-100311","Probation","8","2015-06-19"
"BLD-100312","Interview","10","2014-05-15"
"BLD-100312","Recruiting","9","2014-05-15"
"BLD-100312","Onboarding","8","2014-05-15"
"BLD-100312","Probation","8","2014-05-15"
"BLD-100313","Interview","10","2014-09-15"
"BLD-100313","Recruiting","9","2014-09-15"
"BLD-100313","Onboarding","8","2014-09-15"
"BLD-100313","Probation","8","2014-09-15"
"BLD-100314","Interview","10","2014-10-11"
"BLD-100314","Recruiting","9","2014-10-11"
"BLD-100314","Onboarding","8","2014-10-11"
"BLD-100314","Probation","8","2014-10-11"
"BLD-100315","Interview","10","2021-11-08"
"BLD-100315","Recruiting","9","2021-11-08"
"BLD-100315","Onboarding","8","2021-11-08"
"BLD-100315","Probation","8","2021-11-08"
"BLD-100316","Interview","10","2015-09-12"
"BLD-100316","Recruiting","9","2015-09-12"
"BLD-100316","Onboarding","8","2015-09-12"
"BLD-100316","Probation","8","2015-09-12"
"BLD-100317","Interview","10","2012-12-25"
"BLD-100317","Recruiting","9","2012-12-25"
"BLD-100317","Onboarding","8","2012-12-25"
"BLD-100317","Probation","8","2012-12-25"
"BLD-100318","Interview","10","2016-07-05"
"BLD-100318","Recruiting","9","2016-07-05"
"BLD-100318","Onboarding","8","2016-07-05"
"BLD-100318","Probation","8","2016-07-05"
"BLD-100319","Interview","10","2016-01-26"
"BLD-100319","Recruiting","9","2016-01-26"
"BLD-100319","Onboarding","8","2016-01-26"
"BLD-100319","Probation","8","2016-01-26"
"BLD-100320","Interview","10","2014-08-07"
"BLD-100320","Recruiting","9","2014-08-07"
"BLD-100320","Onboarding","8","2014-08-07"
"BLD-100320","Probation","8","2014-08-07"
"BLD-100321","Interview","10","2011-01-03"
"BLD-100321","Recruiting","9","2011-01-03"
"BLD-100321","Onboarding","8","2011-01-03"
"BLD-100321","Probation","8","2011-01-03"
"BLD-100322","Interview","10","2017-06-23"
"BLD-100322","Recruiting","9","2017-06-23"
"BLD-100322","Onboarding","8","2017-06-23"
"BLD-100322","Probation","8","2017-06-23"
"BLD-100323","Interview","10","2013-12-20"
"BLD-100323","Recruiting","9","2013-12-20"
"BLD-100323","Onboarding","8","2013-12-20"
"BLD-100323","Probation","8","2013-12-20"
"BLD-100324","Interview","10","2021-09-11"
"BLD-100324","Recruiting","9","2021-09-11"
"BLD-100324","Onboarding","8","2021-09-11"
"BLD-100324","Probation","8","2021-09-11"
"BLD-100325","Interview","10","2018-12-09"
"BLD-100325","Recruiting","9","2018-12-09"
"BLD-100325","Onboarding","8","2018-12-09"
"BLD-100325","Probation","8","2018-12-09"
"BLD-100326","Interview","10","2021-10-06"
"BLD-100326","Recruiting","9","2021-10-06"
"BLD-100326","Onboarding","8","2021-10-06"
"BLD-100326","Probation","8","2021-10-06"
"BLD-100327","Interview","10","2010-10-13"
"BLD-100327","Recruiting","9","2010-10-13"
"BLD-100327","Onboarding","8","2010-10-13"
"BLD-100327","Probation","8","2010-10-13"
"BLD-100328","Interview","10","2015-01-25"
"BLD-100328","Recruiting","9","2015-01-25"
"BLD-100328","Onboarding","8","2015-01-25"
"BLD-100328","Probation","8","2015-01-25"
"BLD-100329","Interview","10","2021-03-13"
"BLD-100329","Recruiting","9","2021-03-13"
"BLD-100329","Onboarding","8","2021-03-13"
"BLD-100329","Probation","8","2021-03-13"
"BLD-100330","Interview","10","2013-04-11"
"BLD-100330","Recruiting","9","2013-04-11"
"BLD-100330","Onboarding","8","2013-04-11"
"BLD-100330","Probation","8","2013-04-11"
"BLD-100331","Interview","10","2017-02-13"
"BLD-100331","Recruiting","9","2017-02-13"
"BLD-100331","Onboarding","8","2017-02-13"
"BLD-100331","Probation","8","2017-02-13"
"BLD-100332","Interview","10","2010-05-10"
"BLD-100332","Recruiting","9","2010-05-10"
"BLD-100332","Onboarding","8","2010-05-10"
"BLD-100332","Probation","8","2010-05-10"
"BLD-100333","Interview","10","2015-01-31"
"BLD-100333","Recruiting","9","2015-01-31"
"BLD-100333","Onboarding","8","2015-01-31"
"BLD-100333","Probation","8","2015-01-31"
"BLD-100334","Interview","10","2015-03-01"
"BLD-100334","Recruiting","9","2015-03-01"
"BLD-100334","Onboarding","8","2015-03-01"
"BLD-100334","Probation","8","2015-03-01"
"BLD-100335","Interview","10","2018-11-04"
"BLD-100335","Recruiting","9","2018-11-04"
"BLD-100335","Onboarding","8","2018-11-04"
"BLD-100335","Probation","8","2018-11-04"
"BLD-100336","Interview","10","2020-09-01"
"BLD-100336","Recruiting","9","2020-09-01"
"BLD-100336","Onboarding","8","2020-09-01"
"BLD-100336","Probation","8","2020-09-01"
"BLD-100337","Interview","10","2018-07-29"
"BLD-100337","Recruiting","9","2018-07-29"
"BLD-100337","Onboarding","8","2018-07-29"
"BLD-100337","Probation","8","2018-07-29"
"BLD-100338","Interview","10","2013-07-30"
"BLD-100338","Recruiting","9","2013-07-30"
"BLD-100338","Onboarding","8","2013-07-30"
"BLD-100338","Probation","8","2013-07-30"
"BLD-100339","Interview","10","2014-05-17"
"BLD-100339","Recruiting","9","2014-05-17"
"BLD-100339","Onboarding","8","2014-05-17"
"BLD-100339","Probation","8","2014-05-17"
"BLD-100340","Interview","10","2022-03-14"
"BLD-100340","Recruiting","9","2022-03-14"
"BLD-100340","Onboarding","8","2022-03-14"
"BLD-100340","Probation","8","2022-03-14"
"BLD-100341","Interview","10","2020-05-07"
"BLD-100341","Recruiting","9","2020-05-07"
"BLD-100341","Onboarding","8","2020-05-07"
"BLD-100341","Probation","8","2020-05-07"
"BLD-100342","Interview","10","2021-07-14"
"BLD-100342","Recruiting","9","2021-07-14"
"BLD-100342","Onboarding","8","2021-07-14"
"BLD-100342","Probation","8","2021-07-14"
"BLD-100343","Interview","10","2022-05-11"
"BLD-100343","Recruiting","9","2022-05-11"
"BLD-100343","Onboarding","8","2022-05-11"
"BLD-100343","Probation","8","2022-05-11"
"BLD-100344","Interview","10","2012-06-02"
"BLD-100344","Recruiting","9","2012-06-02"
"BLD-100344","Onboarding","8","2012-06-02"
"BLD-100344","Probation","8","2012-06-02"
"BLD-100345","Interview","10","2018-04-09"
"BLD-100345","Recruiting","9","2018-04-09"
"BLD-100345","Onboarding","8","2018-04-09"
"BLD-100345","Probation","8","2018-04-09"
"BLD-100346","Interview","10","2013-03-06"
"BLD-100346","Recruiting","9","2013-03-06"
"BLD-100346","Onboarding","8","2013-03-06"
"BLD-100346","Probation","8","2013-03-06"
"BLD-100347","Interview","10","2015-06-15"
"BLD-100347","Recruiting","9","2015-06-15"
"BLD-100347","Onboarding","8","2015-06-15"
"BLD-100347","Probation","8","2015-06-15"
"BLD-100348","Interview","10","2016-11-20"
"BLD-100348","Recruiting","9","2016-11-20"
"BLD-100348","Onboarding","8","2016-11-20"
"BLD-100348","Probation","8","2016-11-20"
"BLD-100349","Interview","10","2015-03-21"
"BLD-100349","Recruiting","9","2015-03-21"
"BLD-100349","Onboarding","8","2015-03-21"
"BLD-100349","Probation","8","2015-03-21"
"BLD-100350","Interview","10","2011-11-22"
"BLD-100350","Recruiting","9","2011-11-22"
"BLD-100350","Onboarding","8","2011-11-22"
"BLD-100350","Probation","8","2011-11-22"
"BLD-100351","Interview","10","2015-02-17"
"BLD-100351","Recruiting","9","2015-02-17"
"BLD-100351","Onboarding","8","2015-02-17"
"BLD-100351","Probation","8","2015-02-17"
"BLD-100352","Interview","10","2018-05-12"
"BLD-100352","Recruiting","9","2018-05-12"
"BLD-100352","Onboarding","8","2018-05-12"
"BLD-100352","Probation","8","2018-05-12"
"BLD-100353","Interview","10","2011-10-06"
"BLD-100353","Recruiting","9","2011-10-06"
"BLD-100353","Onboarding","8","2011-10-06"
"BLD-100353","Probation","8","2011-10-06"
"BLD-100354","Interview","10","2010-10-05"
"BLD-100354","Recruiting","9","2010-10-05"
"BLD-100354","Onboarding","8","2010-10-05"
"BLD-100354","Probation","8","2010-10-05"
"BLD-100355","Interview","10","2015-10-09"
"BLD-100355","Recruiting","9","2015-10-09"
"BLD-100355","Onboarding","8","2015-10-09"
"BLD-100355","Probation","8","2015-10-09"
"BLD-100356","Interview","10","2014-09-11"
"BLD-100356","Recruiting","9","2014-09-11"
"BLD-100356","Onboarding","8","2014-09-11"
"BLD-100356","Probation","8","2014-09-11"
"BLD-100357","Interview","10","2019-05-30"
"BLD-100357","Recruiting","9","2019-05-30"
"BLD-100357","Onboarding","8","2019-05-30"
"BLD-100357","Probation","8","2019-05-30"
"BLD-100358","Interview","10","2013-05-29"
"BLD-100358","Recruiting","9","2013-05-29"
"BLD-100358","Onboarding","8","2013-05-29"
"BLD-100358","Probation","8","2013-05-29"
"BLD-100359","Interview","10","2011-05-23"
"BLD-100359","Recruiting","9","2011-05-23"
"BLD-100359","Onboarding","8","2011-05-23"
"BLD-100359","Probation","8","2011-05-23"
"BLD-100360","Interview","10","2013-03-26"
"BLD-100360","Recruiting","9","2013-03-26"
"BLD-100360","Onboarding","8","2013-03-26"
"BLD-100360","Probation","8","2013-03-26"
"BLD-100361","Interview","10","2022-01-26"
"BLD-100361","Recruiting","9","2022-01-26"
"BLD-100361","Onboarding","8","2022-01-26"
"BLD-100361","Probation","8","2022-01-26"
"BLD-100362","Interview","10","2017-08-21"
"BLD-100362","Recruiting","9","2017-08-21"
"BLD-100362","Onboarding","8","2017-08-21"
"BLD-100362","Probation","8","2017-08-21"
"BLD-100363","Interview","10","2019-03-31"
"BLD-100363","Recruiting","9","2019-03-31"
"BLD-100363","Onboarding","8","2019-03-31"
"BLD-100363","Probation","8","2019-03-31"
"BLD-100364","Interview","10","2022-09-20"
"BLD-100364","Recruiting","9","2022-09-20"
"BLD-100364","Onboarding","8","2022-09-20"
"BLD-100364","Probation","8","2022-09-20"
"BLD-100365","Interview","10","2013-04-07"
"BLD-100365","Recruiting","9","2013-04-07"
"BLD-100365","Onboarding","8","2013-04-07"
"BLD-100365","Probation","8","2013-04-07"
"BLD-100366","Interview","10","2011-08-26"
"BLD-100366","Recruiting","9","2011-08-26"
"BLD-100366","Onboarding","8","2011-08-26"
"BLD-100366","Probation","8","2011-08-26"
"BLD-100367","Interview","10","2014-10-14"
"BLD-100367","Recruiting","9","2014-10-14"
"BLD-100367","Onboarding","8","2014-10-14"
"BLD-100367","Probation","8","2014-10-14"
"BLD-100368","Interview","10","2014-07-19"
"BLD-100368","Recruiting","9","2014-07-19"
"BLD-100368","Onboarding","8","2014-07-19"
"BLD-100368","Probation","8","2014-07-19"
"BLD-100369","Interview","10","2016-01-23"
"BLD-100369","Recruiting","9","2016-01-23"
"BLD-100369","Onboarding","8","2016-01-23"
"BLD-100369","Probation","8","2016-01-23"
"BLD-100370","Interview","10","2020-11-02"
"BLD-100370","Recruiting","9","2020-11-02"
"BLD-100370","Onboarding","8","2020-11-02"
"BLD-100370","Probation","8","2020-11-02"
"BLD-100371","Interview","10","2019-07-16"
"BLD-100371","Recruiting","9","2019-07-16"
"BLD-100371","Onboarding","8","2019-07-16"
"BLD-100371","Probation","8","2019-07-16"
"BLD-100372","Interview","10","2015-10-20"
"BLD-100372","Recruiting","9","2015-10-20"
"BLD-100372","Onboarding","8","2015-10-20"
"BLD-100372","Probation","8","2015-10-20"
"BLD-100373","Interview","10","2016-02-27"
"BLD-100373","Recruiting","9","2016-02-27"
"BLD-100373","Onboarding","8","2016-02-27"
"BLD-100373","Probation","8","2016-02-27"
"BLD-100374","Interview","10","2015-05-13"
"BLD-100374","Recruiting","9","2015-05-13"
"BLD-100374","Onboarding","8","2015-05-13"
"BLD-100374","Probation","8","2015-05-13"
"BLD-100375","Interview","10","2015-08-08"
"BLD-100375","Recruiting","9","2015-08-08"
"BLD-100375","Onboarding","8","2015-08-08"
"BLD-100375","Probation","8","2015-08-08"
"BLD-100376","Interview","10","2019-11-06"
"BLD-100376","Recruiting","9","2019-11-06"
"BLD-100376","Onboarding","8","2019-11-06"
"BLD-100376","Probation","8","2019-11-06"
"BLD-100377","Interview","10","2015-10-19"
"BLD-100377","Recruiting","9","2015-10-19"
"BLD-100377","Onboarding","8","2015-10-19"
"BLD-100377","Probation","8","2015-10-19"
"BLD-100378","Interview","10","2013-05-10"
"BLD-100378","Recruiting","9","2013-05-10"
"BLD-100378","Onboarding","8","2013-05-10"
"BLD-100378","Probation","8","2013-05-10"
"BLD-100379","Interview","10","2016-08-06"
"BLD-100379","Recruiting","9","2016-08-06"
"BLD-100379","Onboarding","8","2016-08-06"
"BLD-100379","Probation","8","2016-08-06"
"BLD-100380","Interview","10","2020-12-02"
"BLD-100380","Recruiting","9","2020-12-02"
"BLD-100380","Onboarding","8","2020-12-02"
"BLD-100380","Probation","8","2020-12-02"
"BLD-100381","Interview","10","2010-04-12"
"BLD-100381","Recruiting","9","2010-04-12"
"BLD-100381","Onboarding","8","2010-04-12"
"BLD-100381","Probation","8","2010-04-12"
"BLD-100382","Interview","10","2016-11-16"
"BLD-100382","Recruiting","9","2016-11-16"
"BLD-100382","Onboarding","8","2016-11-16"
"BLD-100382","Probation","8","2016-11-16"
"BLD-100383","Interview","10","2015-10-23"
"BLD-100383","Recruiting","9","2015-10-23"
"BLD-100383","Onboarding","8","2015-10-23"
"BLD-100383","Probation","8","2015-10-23"
"BLD-100384","Interview","10","2012-08-20"
"BLD-100384","Recruiting","9","2012-08-20"
"BLD-100384","Onboarding","8","2012-08-20"
"BLD-100384","Probation","8","2012-08-20"
"BLD-100385","Interview","10","2021-09-11"
"BLD-100385","Recruiting","9","2021-09-11"
"BLD-100385","Onboarding","8","2021-09-11"
"BLD-100385","Probation","8","2021-09-11"
"BLD-100386","Interview","10","2015-12-06"
"BLD-100386","Recruiting","9","2015-12-06"
"BLD-100386","Onboarding","8","2015-12-06"
"BLD-100386","Probation","8","2015-12-06"
"BLD-100387","Interview","10","2013-01-13"
"BLD-100387","Recruiting","9","2013-01-13"
"BLD-100387","Onboarding","8","2013-01-13"
"BLD-100387","Probation","8","2013-01-13"
"BLD-100388","Interview","10","2018-07-06"
"BLD-100388","Recruiting","9","2018-07-06"
"BLD-100388","Onboarding","8","2018-07-06"
"BLD-100388","Probation","8","2018-07-06"
"BLD-100389","Interview","10","2012-11-25"
"BLD-100389","Recruiting","9","2012-11-25"
"BLD-100389","Onboarding","8","2012-11-25"
"BLD-100389","Probation","8","2012-11-25"
"BLD-100390","Interview","10","2011-01-08"
"BLD-100390","Recruiting","9","2011-01-08"
"BLD-100390","Onboarding","8","2011-01-08"
"BLD-100390","Probation","8","2011-01-08"
"BLD-100391","Interview","10","2018-03-06"
"BLD-100391","Recruiting","9","2018-03-06"
"BLD-100391","Onboarding","8","2018-03-06"
"BLD-100391","Probation","8","2018-03-06"
"BLD-100392","Interview","10","2015-12-04"
"BLD-100392","Recruiting","9","2015-12-04"
"BLD-100392","Onboarding","8","2015-12-04"
"BLD-100392","Probation","8","2015-12-04"
"BLD-100393","Interview","10","2022-05-10"
"BLD-100393","Recruiting","9","2022-05-10"
"BLD-100393","Onboarding","8","2022-05-10"
"BLD-100393","Probation","8","2022-05-10"
"BLD-100394","Interview","10","2014-06-09"
"BLD-100394","Recruiting","9","2014-06-09"
"BLD-100394","Onboarding","8","2014-06-09"
"BLD-100394","Probation","8","2014-06-09"
"BLD-100395","Interview","10","2014-08-07"
"BLD-100395","Recruiting","9","2014-08-07"
"BLD-100395","Onboarding","8","2014-08-07"
"BLD-100395","Probation","8","2014-08-07"
"BLD-100396","Interview","10","2010-03-07"
"BLD-100396","Recruiting","9","2010-03-07"
"BLD-100396","Onboarding","8","2010-03-07"
"BLD-100396","Probation","8","2010-03-07"
"BLD-100397","Interview","10","2019-12-08"
"BLD-100397","Recruiting","9","2019-12-08"
"BLD-100397","Onboarding","8","2019-12-08"
"BLD-100397","Probation","8","2019-12-08"
"BLD-100398","Interview","10","2020-01-26"
"BLD-100398","Recruiting","9","2020-01-26"
"BLD-100398","Onboarding","8","2020-01-26"
"BLD-100398","Probation","8","2020-01-26"
"BLD-100399","Interview","10","2016-02-10"
"BLD-100399","Recruiting","9","2016-02-10"
"BLD-100399","Onboarding","8","2016-02-10"
"BLD-100399","Probation","8","2016-02-10"
"BLD-100400","Interview","10","2011-07-14"
"BLD-100400","Recruiting","9","2011-07-14"
"BLD-100400","Onboarding","8","2011-07-14"
"BLD-100400","Probation","8","2011-07-14"
"BLD-100401","Interview","10","2016-10-09"
"BLD-100401","Recruiting","9","2016-10-09"
"BLD-100401","Onboarding","8","2016-10-09"
"BLD-100401","Probation","8","2016-10-09"
"BLD-100402","Interview","10","2013-04-30"
"BLD-100402","Recruiting","9","2013-04-30"
"BLD-100402","Onboarding","8","2013-04-30"
"BLD-100402","Probation","8","2013-04-30"
"BLD-100403","Interview","10","2017-03-30"
"BLD-100403","Recruiting","9","2017-03-30"
"BLD-100403","Onboarding","8","2017-03-30"
"BLD-100403","Probation","8","2017-03-30"
"BLD-100404","Interview","10","2018-02-06"
"BLD-100404","Recruiting","9","2018-02-06"
"BLD-100404","Onboarding","8","2018-02-06"
"BLD-100404","Probation","8","2018-02-06"
"BLD-100405","Interview","10","2020-10-10"
"BLD-100405","Recruiting","9","2020-10-10"
"BLD-100405","Onboarding","8","2020-10-10"
"BLD-100405","Probation","8","2020-10-10"
"BLD-100406","Interview","10","2016-07-15"
"BLD-100406","Recruiting","9","2016-07-15"
"BLD-100406","Onboarding","8","2016-07-15"
"BLD-100406","Probation","8","2016-07-15"
"BLD-100407","Interview","10","2016-10-22"
"BLD-100407","Recruiting","9","2016-10-22"
"BLD-100407","Onboarding","8","2016-10-22"
"BLD-100407","Probation","8","2016-10-22"
"BLD-100408","Interview","10","2011-11-23"
"BLD-100408","Recruiting","9","2011-11-23"
"BLD-100408","Onboarding","8","2011-11-23"
"BLD-100408","Probation","8","2011-11-23"
"BLD-100409","Interview","10","2013-09-02"
"BLD-100409","Recruiting","9","2013-09-02"
"BLD-100409","Onboarding","8","2013-09-02"
"BLD-100409","Probation","8","2013-09-02"
"BLD-100410","Interview","10","2022-08-30"
"BLD-100410","Recruiting","9","2022-08-30"
"BLD-100410","Onboarding","8","2022-08-30"
"BLD-100410","Probation","8","2022-08-30"
"BLD-100411","Interview","10","2014-04-14"
"BLD-100411","Recruiting","9","2014-04-14"
"BLD-100411","Onboarding","8","2014-04-14"
"BLD-100411","Probation","8","2014-04-14"
"BLD-100412","Interview","10","2011-06-06"
"BLD-100412","Recruiting","9","2011-06-06"
"BLD-100412","Onboarding","8","2011-06-06"
"BLD-100412","Probation","8","2011-06-06"
"BLD-100413","Interview","10","2010-01-07"
"BLD-100413","Recruiting","9","2010-01-07"
"BLD-100413","Onboarding","8","2010-01-07"
"BLD-100413","Probation","8","2010-01-07"
"BLD-100414","Interview","10","2020-05-23"
"BLD-100414","Recruiting","9","2020-05-23"
"BLD-100414","Onboarding","8","2020-05-23"
"BLD-100414","Probation","8","2020-05-23"
"BLD-100415","Interview","10","2011-11-15"
"BLD-100415","Recruiting","9","2011-11-15"
"BLD-100415","Onboarding","8","2011-11-15"
"BLD-100415","Probation","8","2011-11-15"
"BLD-100416","Interview","10","2011-04-21"
"BLD-100416","Recruiting","9","2011-04-21"
"BLD-100416","Onboarding","8","2011-04-21"
"BLD-100416","Probation","8","2011-04-21"
"BLD-100417","Interview","10","2016-03-17"
"BLD-100417","Recruiting","9","2016-03-17"
"BLD-100417","Onboarding","8","2016-03-17"
"BLD-100417","Probation","8","2016-03-17"
"BLD-100418","Interview","10","2021-10-03"
"BLD-100418","Recruiting","9","2021-10-03"
