"EmployeeID","SurveyDate","EnpsScore","EnpsCategory","WouldRecommend"
"BLD-101182","2025-02-23","9","Promoter","TRUE"
"BLD-101187","2024-12-12","8","Passive","TRUE"
"BLD-101188","2024-03-08","4","Detractor","FALSE"
"BLD-101190","2024-12-29","7","Passive","TRUE"
"BLD-101191","2024-08-11","6","Detractor","FALSE"
"BLD-101200","2024-04-21","7","Passive","TRUE"
"BLD-101209","2024-05-08","2","Detractor","FALSE"
"BLD-101214","2025-11-11","9","Promoter","TRUE"
"BLD-101224","2025-01-09","7","Passive","TRUE"
"BLD-101226","2025-01-01","2","Detractor","FALSE"
"BLD-101230","2025-10-07","4","Detractor","FALSE"
"BLD-101231","2024-08-12","9","Promoter","TRUE"
"BLD-101236","2025-01-18","4","Detractor","FALSE"
"BLD-101237","2024-06-08","8","Passive","TRUE"
"BLD-101242","2025-12-31","7","Passive","TRUE"
"BLD-101243","2024-08-23","7","Passive","TRUE"
"BLD-101244","2025-06-11","1","Detractor","FALSE"
"BLD-101258","2025-04-10","2","Detractor","FALSE"
"BLD-101264","2025-09-02","6","Detractor","FALSE"
"BLD-101266","2023-12-28","8","Passive","TRUE"
"BLD-101269","2025-02-22","8","Passive","TRUE"
"BLD-101270","2025-04-14","6","Detractor","FALSE"
"BLD-101272","2024-03-04","7","Passive","TRUE"
"BLD-101277","2025-11-29","1","Detractor","FALSE"
"BLD-101284","2024-07-07","6","Detractor","FALSE"
"BLD-101287","2025-11-11","9","Promoter","TRUE"
"BLD-101289","2024-08-22","6","Detractor","FALSE"
"BLD-101291","2025-05-04","6","Detractor","FALSE"
"BLD-101294","2025-08-29","7","Passive","TRUE"
"BLD-101296","2026-01-07","8","Passive","TRUE"
"BLD-101300","2023-05-06","7","Passive","TRUE"
"BLD-101301","2023-10-13","7","Passive","TRUE"
"BLD-101302","2025-11-23","8","Passive","TRUE"
"BLD-101306","2025-02-25","2","Detractor","FALSE"
"BLD-101311","2025-07-21","4","Detractor","FALSE"
"BLD-101315","2024-08-26","7","Passive","TRUE"
"BLD-101318","2025-04-10","1","Detractor","FALSE"
"BLD-101322","2024-07-18","9","Promoter","TRUE"
"BLD-101323","2025-12-19","7","Passive","TRUE"
"BLD-101324","2023-12-01","7","Passive","TRUE"
"BLD-101325","2024-09-16","8","Passive","TRUE"
"BLD-101326","2025-05-01","4","Detractor","FALSE"
"BLD-101327","2025-09-12","4","Detractor","FALSE"
"BLD-101330","2025-03-12","6","Detractor","FALSE"
"BLD-101340","2024-02-01","9","Promoter","TRUE"
"BLD-101345","2024-05-30","9","Promoter","TRUE"
"BLD-101351","2025-09-24","9","Promoter","TRUE"
"BLD-101356","2025-11-03","6","Detractor","FALSE"
"BLD-101362","2025-04-17","9","Promoter","TRUE"
"BLD-101366","2023-02-16","9","Promoter","TRUE"
"BLD-101373","2025-12-30","4","Detractor","FALSE"
"BLD-101377","2024-05-30","2","Detractor","FALSE"
"BLD-101378","2023-08-31","9","Promoter","TRUE"
"BLD-101380","2025-01-31","4","Detractor","FALSE"
"BLD-101393","2026-01-04","6","Detractor","FALSE"
"BLD-101394","2024-05-15","4","Detractor","FALSE"
"BLD-101404","2023-11-16","6","Detractor","FALSE"
"BLD-101413","2025-12-08","8","Passive","TRUE"
"BLD-101414","2025-06-03","8","Passive","TRUE"
"BLD-101420","2024-03-28","8","Passive","TRUE"
"BLD-101424","2024-09-14","7","Passive","TRUE"
"BLD-101425","2025-05-08","6","Detractor","FALSE"
"BLD-101429","2024-08-02","4","Detractor","FALSE"
"BLD-101432","2025-03-03","7","Passive","TRUE"
"BLD-101433","2025-01-31","6","Detractor","FALSE"
"BLD-101445","2024-03-05","7","Passive","TRUE"
"BLD-101446","2024-09-16","8","Passive","TRUE"
"BLD-101447","2024-12-02","8","Passive","TRUE"
"BLD-101453","2024-03-27","7","Passive","TRUE"
"BLD-101455","2023-08-30","6","Detractor","FALSE"
"BLD-101461","2025-11-22","8","Passive","TRUE"
"BLD-101466","2024-11-14","9","Promoter","TRUE"
"BLD-101470","2025-07-16","6","Detractor","FALSE"
"BLD-101472","2024-06-12","8","Passive","TRUE"
"BLD-101473","2025-07-27","8","Passive","TRUE"
"BLD-101476","2024-01-15","6","Detractor","FALSE"
"BLD-101489","2025-03-09","9","Promoter","TRUE"
"BLD-101492","2024-10-19","6","Detractor","FALSE"
"BLD-101493","2023-03-04","9","Promoter","TRUE"
"BLD-101499","2026-01-04","8","Passive","TRUE"
"BLD-101503","2025-02-25","8","Passive","TRUE"
"BLD-101504","2024-06-13","9","Promoter","TRUE"
"BLD-101509","2025-02-13","9","Promoter","TRUE"
"BLD-101511","2025-02-24","8","Passive","TRUE"
