"employee_id","course_name","training_category","training_hours","training_cost","completion_status","completion_date","certification_achieved"
"BLD-100380","Data Privacy Awareness","Mandatory","2","0","Completed","2024-08-28","No"
"BLD-100380","Effective Communication","Soft Skills","8","1630","Not Started",,"No"
"BLD-100380","Quality Control Techniques","Technical","4","730","Completed","2023-03-09","No"
"BLD-100380","Quality Control Techniques","Technical","2","1920","In Progress",,"No"
"BLD-100380","Quality Control Techniques","Technical","4","1710","Completed","2025-01-26","No"
"BLD-100380","Data Privacy Awareness","Mandatory","8","0","Completed","2023-07-11","No"
"BLD-100380","Data Privacy Awareness","Mandatory","4","0","Completed","2023-07-03","No"
"BLD-100382","Anti-Bribery & Ethics","Mandatory","8","0","Completed","2023-04-25","No"
"BLD-100382","Time Management","Soft Skills","4","530","Completed","2024-08-12","No"
"BLD-100382","Advanced Excel for Reporting","Technical","16","560","Completed","2025-10-17","No"
"BLD-100382","Coaching for Performance","Leadership","8","1790","Completed","2023-05-17","No"
"BLD-100382","Dairy Processing Fundamentals","Technical","16","370","Completed","2023-05-08","Yes"
"BLD-100382","Time Management","Soft Skills","2","530","Completed","2025-02-06","No"
"BLD-100382","Cold Chain Logistics","Technical","16","460","Completed","2023-01-29","Yes"
"BLD-100383","Health & Safety Induction","Mandatory","2","0","Completed","2025-06-26","No"
"BLD-100383","Coaching for Performance","Leadership","2","1110","Completed","2023-07-21","No"
"BLD-100383","Effective Communication","Soft Skills","8","1110","Completed","2023-06-29","No"
"BLD-100383","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2024-07-02","No"
"BLD-100383","Presentation Skills","Soft Skills","16","490","Completed","2024-05-22","No"
"BLD-100383","First-Time Manager Program","Leadership","2","340","Completed","2023-10-23","No"
"BLD-100383","DOA & Governance Training","Compliance","16","0","Completed","2023-11-06","Yes"
"BLD-100383","Advanced Excel for Reporting","Technical","8","1860","Completed","2024-07-02","Yes"
"BLD-100383","Effective Communication","Soft Skills","4","680","Completed","2023-01-01","No"
"BLD-100383","Advanced Excel for Reporting","Technical","8","1250","In Progress",,"No"
"BLD-100384","Time Management","Soft Skills","4","1400","Completed","2023-12-31","No"
"BLD-100384","Strategic Leadership Workshop","Leadership","8","590","Completed","2023-01-30","No"
"BLD-100384","Strategic Leadership Workshop","Leadership","4","520","Completed","2024-02-26","No"
"BLD-100384","Strategic Leadership Workshop","Leadership","8","1490","Completed","2024-05-23","No"
"BLD-100384","Health & Safety Induction","Mandatory","8","0","Completed","2023-08-02","No"
"BLD-100385","Effective Communication","Soft Skills","2","760","In Progress",,"No"
"BLD-100386","Dairy Processing Fundamentals","Technical","8","180","Completed","2023-09-29","No"
"BLD-100386","Data Privacy Awareness","Mandatory","4","0","Completed","2025-09-10","No"
"BLD-100386","Anti-Bribery & Ethics","Mandatory","2","0","Completed","2024-01-07","No"
"BLD-100386","Coaching for Performance","Leadership","4","1750","Completed","2024-04-20","No"
"BLD-100386","Strategic Leadership Workshop","Leadership","2","1420","Not Started",,"No"
"BLD-100387","Fire & Emergency Response","Mandatory","16","0","Completed","2023-04-02","No"
"BLD-100387","Coaching for Performance","Leadership","16","2130","Completed","2023-10-29","No"
"BLD-100387","DOA & Governance Training","Compliance","4","0","Completed","2023-04-03","Yes"
"BLD-100387","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2023-10-12","No"
"BLD-100388","Strategic Leadership Workshop","Leadership","8","180","Completed","2024-06-21","No"
"BLD-100388","Food Safety & HACCP Refresher","Mandatory","2","0","Completed","2024-04-13","No"
"BLD-100388","Data Privacy Awareness","Mandatory","2","0","Completed","2023-03-20","No"
"BLD-100388","Conflict Resolution","Soft Skills","8","1360","In Progress",,"No"
"BLD-100388","Fire & Emergency Response","Mandatory","4","0","Completed","2023-03-14","No"
"BLD-100388","Quality Control Techniques","Technical","2","1150","Completed","2024-05-15","Yes"
"BLD-100388","Effective Communication","Soft Skills","2","390","Completed","2025-02-07","No"
"BLD-100388","Fire & Emergency Response","Mandatory","2","0","In Progress",,"No"
"BLD-100388","Effective Communication","Soft Skills","8","1410","Completed","2023-10-23","No"
"BLD-100388","Presentation Skills","Soft Skills","8","1660","Completed","2023-07-17","No"
"BLD-100390","Quality Control Techniques","Technical","16","930","Completed","2025-09-10","Yes"
"BLD-100390","Qatar Labor Law Essentials","Compliance","4","0","Completed","2025-08-19","Yes"
"BLD-100390","DOA & Governance Training","Compliance","16","0","In Progress",,"No"
"BLD-100390","Fire & Emergency Response","Mandatory","8","0","In Progress",,"No"
"BLD-100391","Data Privacy Awareness","Mandatory","8","0","Completed","2024-01-12","No"
"BLD-100391","DOA & Governance Training","Compliance","8","0","Completed","2025-06-23","Yes"
"BLD-100391","Effective Communication","Soft Skills","2","950","Completed","2025-09-19","No"
"BLD-100391","Health & Safety Induction","Mandatory","4","0","Completed","2023-05-11","No"
"BLD-100391","Data Privacy Awareness","Mandatory","4","0","Completed","2023-12-21","No"
"BLD-100392","Data Privacy Awareness","Mandatory","8","0","Completed","2025-09-21","No"
"BLD-100392","SAP for HR Users","Technical","4","1770","Not Started",,"No"
"BLD-100392","Quality Control Techniques","Technical","2","2150","Completed","2024-05-10","Yes"
"BLD-100392","Time Management","Soft Skills","4","860","Completed","2025-11-19","No"
"BLD-100392","Effective Communication","Soft Skills","2","770","Completed","2024-06-30","No"
"BLD-100392","Food Safety & HACCP Refresher","Mandatory","2","0","Completed","2025-05-03","No"
"BLD-100393","Time Management","Soft Skills","4","1450","Completed","2023-01-29","No"
"BLD-100393","SAP for HR Users","Technical","4","430","Completed","2023-04-06","No"
"BLD-100393","SAP for HR Users","Technical","4","1310","Completed","2023-01-26","No"
"BLD-100393","Fire & Emergency Response","Mandatory","8","0","Completed","2023-04-08","No"
"BLD-100394","First-Time Manager Program","Leadership","4","1700","Not Started",,"No"
"BLD-100394","Quality Control Techniques","Technical","2","690","Completed","2025-08-05","No"
"BLD-100394","SAP for HR Users","Technical","2","1220","Not Started",,"No"
"BLD-100394","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2025-05-02","No"
"BLD-100394","Strategic Leadership Workshop","Leadership","2","1020","Completed","2024-04-18","No"
"BLD-100395","Qatar Labor Law Essentials","Compliance","8","0","Completed","2023-10-25","Yes"
"BLD-100395","Qatar Labor Law Essentials","Compliance","2","0","In Progress",,"No"
"BLD-100395","Quality Control Techniques","Technical","2","1000","Completed","2024-09-25","No"
"BLD-100395","Cold Chain Logistics","Technical","2","690","Completed","2024-10-21","Yes"
"BLD-100395","Coaching for Performance","Leadership","4","1760","Completed","2024-02-08","No"
"BLD-100395","Effective Communication","Soft Skills","4","1090","Completed","2023-03-20","No"
"BLD-100395","Fire & Emergency Response","Mandatory","16","0","Completed","2025-07-24","No"
"BLD-100397","Conflict Resolution","Soft Skills","16","760","Completed","2023-04-05","No"
"BLD-100398","Qatar Labor Law Essentials","Compliance","2","0","Completed","2023-10-30","Yes"
"BLD-100398","Coaching for Performance","Leadership","8","1020","Completed","2023-10-21","No"
"BLD-100398","Time Management","Soft Skills","2","280","Not Started",,"No"
"BLD-100398","Qatar Labor Law Essentials","Compliance","8","0","Completed","2024-08-15","No"
"BLD-100398","Time Management","Soft Skills","4","720","Completed","2023-11-04","No"
"BLD-100398","Coaching for Performance","Leadership","16","1120","Completed","2024-07-26","No"
"BLD-100398","First-Time Manager Program","Leadership","2","1500","Completed","2024-07-21","No"
"BLD-100398","Anti-Bribery & Ethics","Mandatory","4","0","Completed","2025-05-22","No"
"BLD-100399","Strategic Leadership Workshop","Leadership","16","960","Completed","2023-01-13","No"
"BLD-100399","Effective Communication","Soft Skills","4","1580","In Progress",,"No"
"BLD-100399","Anti-Bribery & Ethics","Mandatory","2","0","Not Started",,"No"
"BLD-100399","Fire & Emergency Response","Mandatory","4","0","Completed","2025-02-15","No"
"BLD-100399","Qatar Labor Law Essentials","Compliance","2","0","Completed","2025-12-23","No"
"BLD-100399","Dairy Processing Fundamentals","Technical","4","490","In Progress",,"No"
"BLD-100399","Conflict Resolution","Soft Skills","2","1690","Completed","2023-02-19","No"
"BLD-100400","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2025-04-11","No"
"BLD-100400","Data Privacy Awareness","Mandatory","4","0","Completed","2024-06-25","No"
"BLD-100400","Health & Safety Induction","Mandatory","4","0","Completed","2024-10-16","No"
"BLD-100400","Effective Communication","Soft Skills","4","1400","Completed","2025-10-24","No"
"BLD-100400","Strategic Leadership Workshop","Leadership","16","1000","Completed","2024-09-05","No"
"BLD-100400","First-Time Manager Program","Leadership","16","1430","Completed","2024-08-22","No"
"BLD-100401","Fire & Emergency Response","Mandatory","2","0","Completed","2024-01-17","No"
"BLD-100401","Cold Chain Logistics","Technical","2","1200","Completed","2023-12-22","Yes"
"BLD-100401","Health & Safety Induction","Mandatory","8","0","Completed","2024-08-28","No"
"BLD-100401","Health & Safety Induction","Mandatory","2","0","Completed","2024-12-29","No"
"BLD-100401","Health & Safety Induction","Mandatory","2","0","In Progress",,"No"
"BLD-100401","Quality Control Techniques","Technical","4","400","Completed","2023-04-15","Yes"
"BLD-100401","Advanced Excel for Reporting","Technical","2","560","Completed","2025-10-31","No"
"BLD-100401","Dairy Processing Fundamentals","Technical","2","1460","Completed","2024-12-11","No"
"BLD-100402","Conflict Resolution","Soft Skills","4","1040","Completed","2024-10-24","No"
"BLD-100402","Effective Communication","Soft Skills","4","910","Not Started",,"No"
"BLD-100402","Coaching for Performance","Leadership","4","1380","Completed","2025-08-30","No"
"BLD-100402","Coaching for Performance","Leadership","8","1910","Completed","2025-04-13","No"
"BLD-100402","First-Time Manager Program","Leadership","4","1220","In Progress",,"No"
"BLD-100402","Anti-Bribery & Ethics","Mandatory","8","0","In Progress",,"No"
"BLD-100402","SAP for HR Users","Technical","2","1010","Completed","2023-08-16","Yes"
"BLD-100402","Quality Control Techniques","Technical","8","1420","Completed","2023-04-24","Yes"
"BLD-100402","SAP for HR Users","Technical","16","960","Completed","2025-05-28","No"
"BLD-100403","Presentation Skills","Soft Skills","8","1300","Completed","2023-10-01","No"
"BLD-100403","First-Time Manager Program","Leadership","4","1920","Completed","2023-11-05","No"
"BLD-100403","Data Privacy Awareness","Mandatory","4","0","Completed","2025-04-21","No"
"BLD-100403","Health & Safety Induction","Mandatory","4","0","Completed","2025-02-26","No"
"BLD-100403","Data Privacy Awareness","Mandatory","4","0","Completed","2024-03-20","No"
"BLD-100403","Food Safety & HACCP Refresher","Mandatory","2","0","Completed","2024-02-10","No"
"BLD-100403","Fire & Emergency Response","Mandatory","8","0","Completed","2024-02-01","No"
"BLD-100403","Cold Chain Logistics","Technical","16","1180","In Progress",,"No"
"BLD-100404","Fire & Emergency Response","Mandatory","2","0","Completed","2023-09-11","No"
"BLD-100404","Time Management","Soft Skills","8","1800","Completed","2025-03-19","No"
"BLD-100404","Dairy Processing Fundamentals","Technical","2","1380","Completed","2024-07-11","No"
"BLD-100404","Qatar Labor Law Essentials","Compliance","8","0","Completed","2023-05-11","No"
"BLD-100404","Fire & Emergency Response","Mandatory","4","0","Completed","2024-06-23","No"
"BLD-100404","Quality Control Techniques","Technical","4","2020","Completed","2023-07-23","No"
"BLD-100404","Effective Communication","Soft Skills","8","1070","Completed","2024-05-10","No"
"BLD-100404","Data Privacy Awareness","Mandatory","4","0","In Progress",,"No"
"BLD-100404","Food Safety & HACCP Refresher","Mandatory","16","0","Completed","2024-03-09","No"
"BLD-100404","Time Management","Soft Skills","8","1230","Completed","2024-10-02","No"
"BLD-100406","Qatar Labor Law Essentials","Compliance","2","0","Completed","2023-05-14","No"
"BLD-100407","SAP for HR Users","Technical","4","830","Completed","2024-09-05","No"
"BLD-100407","Data Privacy Awareness","Mandatory","16","0","Completed","2024-08-15","No"
"BLD-100407","Quality Control Techniques","Technical","4","1530","Completed","2023-07-09","Yes"
"BLD-100407","Conflict Resolution","Soft Skills","4","290","Completed","2024-08-25","No"
"BLD-100407","Time Management","Soft Skills","8","1190","Completed","2025-01-05","No"
"BLD-100407","Coaching for Performance","Leadership","4","970","Completed","2023-07-29","No"
"BLD-100407","Coaching for Performance","Leadership","8","1280","Completed","2025-08-27","No"
"BLD-100407","Qatar Labor Law Essentials","Compliance","4","0","In Progress",,"No"
"BLD-100407","Quality Control Techniques","Technical","8","1730","Completed","2025-01-29","No"
"BLD-100407","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2023-03-05","No"
"BLD-100407","Fire & Emergency Response","Mandatory","4","0","In Progress",,"No"
"BLD-100407","DOA & Governance Training","Compliance","16","0","In Progress",,"No"
"BLD-100408","Qatar Labor Law Essentials","Compliance","8","0","Completed","2023-09-06","Yes"
"BLD-100408","Health & Safety Induction","Mandatory","2","0","Completed","2024-04-17","No"
"BLD-100408","Anti-Bribery & Ethics","Mandatory","16","0","In Progress",,"No"
"BLD-100408","Coaching for Performance","Leadership","2","1800","Completed","2023-10-20","No"
"BLD-100408","Advanced Excel for Reporting","Technical","2","2200","In Progress",,"No"
"BLD-100408","Food Safety & HACCP Refresher","Mandatory","2","0","Completed","2025-03-06","No"
"BLD-100408","Advanced Excel for Reporting","Technical","2","710","Completed","2024-02-22","Yes"
"BLD-100408","SAP for HR Users","Technical","8","1540","Completed","2024-09-24","Yes"
"BLD-100408","Time Management","Soft Skills","16","2120","Completed","2025-08-14","No"
"BLD-100408","Time Management","Soft Skills","8","2110","Completed","2024-05-06","No"
"BLD-100408","Advanced Excel for Reporting","Technical","2","900","In Progress",,"No"
"BLD-100408","Qatar Labor Law Essentials","Compliance","2","0","Completed","2025-09-05","No"
"BLD-100409","Time Management","Soft Skills","2","1280","In Progress",,"No"
"BLD-100409","DOA & Governance Training","Compliance","8","0","Completed","2025-08-03","No"
"BLD-100409","Conflict Resolution","Soft Skills","2","770","In Progress",,"No"
"BLD-100409","Time Management","Soft Skills","8","960","Completed","2025-12-22","No"
"BLD-100409","Quality Control Techniques","Technical","2","370","Completed","2025-10-15","No"
"BLD-100409","SAP for HR Users","Technical","4","1380","Not Started",,"No"
"BLD-100409","Qatar Labor Law Essentials","Compliance","8","0","Completed","2024-12-08","No"
"BLD-100409","Dairy Processing Fundamentals","Technical","4","960","Completed","2024-09-13","Yes"
"BLD-100409","SAP for HR Users","Technical","4","370","Completed","2024-09-26","Yes"
"BLD-100409","Qatar Labor Law Essentials","Compliance","2","0","Completed","2023-12-31","Yes"
"BLD-100409","Health & Safety Induction","Mandatory","4","0","In Progress",,"No"
"BLD-100409","Strategic Leadership Workshop","Leadership","2","930","Completed","2023-02-16","No"
"BLD-100410","Time Management","Soft Skills","16","1920","Completed","2023-06-23","No"
"BLD-100410","Data Privacy Awareness","Mandatory","4","0","Completed","2024-06-21","No"
"BLD-100410","Advanced Excel for Reporting","Technical","4","600","Completed","2023-02-28","No"
"BLD-100411","Dairy Processing Fundamentals","Technical","4","2080","Completed","2023-02-14","No"
"BLD-100411","Anti-Bribery & Ethics","Mandatory","8","0","Not Started",,"No"
"BLD-100411","Presentation Skills","Soft Skills","8","1140","Completed","2024-08-27","No"
"BLD-100411","Effective Communication","Soft Skills","8","1190","Completed","2023-09-24","No"
"BLD-100411","First-Time Manager Program","Leadership","4","1870","Completed","2025-04-19","No"
"BLD-100412","Cold Chain Logistics","Technical","8","1900","Completed","2024-04-16","No"
"BLD-100412","Quality Control Techniques","Technical","8","1590","Completed","2024-01-13","Yes"
"BLD-100412","Strategic Leadership Workshop","Leadership","4","1740","In Progress",,"No"
"BLD-100412","Data Privacy Awareness","Mandatory","4","0","Completed","2024-08-08","No"
"BLD-100412","SAP for HR Users","Technical","4","1830","Completed","2023-10-04","Yes"
"BLD-100412","Effective Communication","Soft Skills","4","800","In Progress",,"No"
"BLD-100413","DOA & Governance Training","Compliance","2","0","In Progress",,"No"
"BLD-100413","First-Time Manager Program","Leadership","4","2030","In Progress",,"No"
"BLD-100413","Qatar Labor Law Essentials","Compliance","2","0","Completed","2025-08-24","No"
"BLD-100413","Fire & Emergency Response","Mandatory","8","0","Completed","2023-09-02","No"
"BLD-100413","Fire & Emergency Response","Mandatory","2","0","Completed","2023-10-21","No"
"BLD-100413","Effective Communication","Soft Skills","8","180","Completed","2024-12-26","No"
"BLD-100413","SAP for HR Users","Technical","16","1020","Not Started",,"No"
"BLD-100413","Fire & Emergency Response","Mandatory","2","0","Completed","2023-07-30","No"
"BLD-100413","Time Management","Soft Skills","2","1780","Completed","2023-11-10","No"
"BLD-100415","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2025-02-05","No"
"BLD-100415","First-Time Manager Program","Leadership","4","990","Completed","2023-02-14","No"
"BLD-100415","Qatar Labor Law Essentials","Compliance","2","0","Completed","2024-09-02","No"
"BLD-100415","Effective Communication","Soft Skills","2","1090","Completed","2025-03-01","No"
"BLD-100416","Conflict Resolution","Soft Skills","8","1960","Not Started",,"No"
"BLD-100416","Advanced Excel for Reporting","Technical","8","510","Completed","2025-01-09","Yes"
"BLD-100416","Dairy Processing Fundamentals","Technical","8","1580","Completed","2023-07-05","Yes"
"BLD-100416","Strategic Leadership Workshop","Leadership","2","910","In Progress",,"No"
"BLD-100416","Dairy Processing Fundamentals","Technical","4","1940","Completed","2023-03-07","Yes"
"BLD-100416","Advanced Excel for Reporting","Technical","2","1300","Not Started",,"No"
"BLD-100416","Strategic Leadership Workshop","Leadership","2","2060","Completed","2024-10-07","No"
"BLD-100416","Health & Safety Induction","Mandatory","4","0","Completed","2025-10-15","No"
"BLD-100416","Data Privacy Awareness","Mandatory","8","0","Completed","2023-07-03","No"
"BLD-100417","DOA & Governance Training","Compliance","4","0","Completed","2023-08-15","No"
"BLD-100417","Time Management","Soft Skills","4","1450","Completed","2023-05-03","No"
"BLD-100418","Fire & Emergency Response","Mandatory","2","0","Completed","2023-03-12","No"
"BLD-100418","Conflict Resolution","Soft Skills","4","1380","Completed","2024-01-10","No"
"BLD-100418","Dairy Processing Fundamentals","Technical","2","950","Completed","2024-02-28","No"
"BLD-100418","Effective Communication","Soft Skills","2","1690","Completed","2025-08-03","No"
"BLD-100418","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2025-10-19","No"
"BLD-100419","Qatar Labor Law Essentials","Compliance","16","0","In Progress",,"No"
"BLD-100419","Conflict Resolution","Soft Skills","4","850","In Progress",,"No"
"BLD-100419","Health & Safety Induction","Mandatory","4","0","Completed","2023-07-05","No"
"BLD-100419","First-Time Manager Program","Leadership","4","1290","Completed","2025-09-19","No"
"BLD-100419","DOA & Governance Training","Compliance","2","0","Completed","2023-04-21","No"
"BLD-100419","Advanced Excel for Reporting","Technical","2","1550","Completed","2024-01-02","Yes"
"BLD-100419","Presentation Skills","Soft Skills","2","1500","Completed","2025-03-19","No"
"BLD-100420","Qatar Labor Law Essentials","Compliance","2","0","Completed","2024-01-17","No"
"BLD-100420","Fire & Emergency Response","Mandatory","8","0","Completed","2024-10-18","No"
"BLD-100420","Quality Control Techniques","Technical","16","1310","Completed","2023-08-17","No"
"BLD-100420","Fire & Emergency Response","Mandatory","2","0","Completed","2024-04-29","No"
"BLD-100420","SAP for HR Users","Technical","2","1560","Completed","2025-02-05","No"
"BLD-100420","Fire & Emergency Response","Mandatory","2","0","Completed","2025-04-28","No"
"BLD-100420","Advanced Excel for Reporting","Technical","2","1470","Completed","2025-02-14","Yes"
"BLD-100420","Coaching for Performance","Leadership","8","1550","Completed","2024-01-05","No"
"BLD-100420","DOA & Governance Training","Compliance","16","0","Completed","2025-05-20","No"
"BLD-100420","DOA & Governance Training","Compliance","2","0","Completed","2023-08-26","No"
"BLD-100421","Advanced Excel for Reporting","Technical","2","190","Completed","2025-10-22","Yes"
"BLD-100421","Dairy Processing Fundamentals","Technical","4","1870","Completed","2025-05-23","Yes"
"BLD-100421","DOA & Governance Training","Compliance","8","0","Completed","2025-01-09","No"
"BLD-100421","Qatar Labor Law Essentials","Compliance","8","0","Completed","2023-07-04","Yes"
"BLD-100421","Qatar Labor Law Essentials","Compliance","8","0","In Progress",,"No"
"BLD-100421","Data Privacy Awareness","Mandatory","4","0","Not Started",,"No"
"BLD-100421","Anti-Bribery & Ethics","Mandatory","16","0","Completed","2024-06-02","No"
"BLD-100421","Effective Communication","Soft Skills","8","1420","Completed","2024-06-19","No"
"BLD-100422","Health & Safety Induction","Mandatory","2","0","Completed","2024-11-09","No"
"BLD-100422","Anti-Bribery & Ethics","Mandatory","16","0","Completed","2025-05-27","No"
"BLD-100422","Presentation Skills","Soft Skills","2","460","Completed","2025-08-26","No"
"BLD-100422","Data Privacy Awareness","Mandatory","2","0","In Progress",,"No"
"BLD-100422","Strategic Leadership Workshop","Leadership","4","2170","Not Started",,"No"
"BLD-100422","DOA & Governance Training","Compliance","16","0","Completed","2025-05-17","No"
"BLD-100422","Fire & Emergency Response","Mandatory","4","0","Completed","2024-08-30","No"
"BLD-100422","Anti-Bribery & Ethics","Mandatory","2","0","Completed","2023-01-24","No"
"BLD-100422","Cold Chain Logistics","Technical","4","1530","Completed","2025-06-09","No"
"BLD-100422","Data Privacy Awareness","Mandatory","4","0","In Progress",,"No"
"BLD-100422","Time Management","Soft Skills","8","1650","Completed","2023-02-02","No"
"BLD-100423","Data Privacy Awareness","Mandatory","4","0","Completed","2024-11-22","No"
"BLD-100423","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2023-12-14","No"
"BLD-100423","Strategic Leadership Workshop","Leadership","8","780","Completed","2023-06-04","No"
"BLD-100423","First-Time Manager Program","Leadership","4","2050","Not Started",,"No"
"BLD-100423","Egyptian Labor Law Essentials","Compliance","2","0","Completed","2025-09-30","Yes"
"BLD-100423","Data Privacy Awareness","Mandatory","8","0","Completed","2024-07-27","No"
"BLD-100423","Time Management","Soft Skills","16","1970","In Progress",,"No"
"BLD-100425","Quality Control Techniques","Technical","2","740","Completed","2023-06-17","Yes"
"BLD-100425","Qatar Labor Law Essentials","Compliance","4","0","Completed","2023-03-24","No"
"BLD-100425","Presentation Skills","Soft Skills","8","2170","Completed","2023-10-22","No"
"BLD-100426","Conflict Resolution","Soft Skills","8","480","Completed","2024-09-10","No"
"BLD-100426","Coaching for Performance","Leadership","2","1960","Completed","2023-03-11","No"
"BLD-100426","Coaching for Performance","Leadership","8","450","In Progress",,"No"
"BLD-100426","Health & Safety Induction","Mandatory","8","0","Completed","2024-07-02","No"
"BLD-100427","Fire & Emergency Response","Mandatory","2","0","Completed","2025-04-03","No"
"BLD-100427","Anti-Bribery & Ethics","Mandatory","4","0","Completed","2024-06-19","No"
"BLD-100427","Dairy Processing Fundamentals","Technical","4","260","In Progress",,"No"
"BLD-100427","Food Safety & HACCP Refresher","Mandatory","2","0","Completed","2024-06-19","No"
"BLD-100428","Dairy Processing Fundamentals","Technical","16","610","Completed","2023-04-25","No"
"BLD-100428","Conflict Resolution","Soft Skills","2","1640","Completed","2025-08-04","No"
"BLD-100428","DOA & Governance Training","Compliance","2","0","In Progress",,"No"
"BLD-100428","Dairy Processing Fundamentals","Technical","16","1500","Completed","2024-08-19","Yes"
"BLD-100428","Data Privacy Awareness","Mandatory","2","0","Completed","2023-01-30","No"
"BLD-100428","Cold Chain Logistics","Technical","2","1380","In Progress",,"No"
"BLD-100428","Data Privacy Awareness","Mandatory","8","0","Completed","2024-11-19","No"
"BLD-100428","DOA & Governance Training","Compliance","2","0","Completed","2024-08-29","Yes"
"BLD-100428","DOA & Governance Training","Compliance","4","0","Completed","2025-04-01","No"
"BLD-100428","Data Privacy Awareness","Mandatory","16","0","Completed","2024-01-25","No"
"BLD-100428","Data Privacy Awareness","Mandatory","2","0","Completed","2023-06-27","No"
"BLD-100429","Data Privacy Awareness","Mandatory","2","0","Completed","2024-12-19","No"
"BLD-100429","Conflict Resolution","Soft Skills","8","720","In Progress",,"No"
"BLD-100429","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2024-04-08","No"
"BLD-100429","Strategic Leadership Workshop","Leadership","2","1800","Completed","2023-09-05","No"
"BLD-100429","Cold Chain Logistics","Technical","2","720","Completed","2023-07-30","Yes"
"BLD-100429","Data Privacy Awareness","Mandatory","2","0","Completed","2025-06-30","No"
"BLD-100429","Health & Safety Induction","Mandatory","2","0","Completed","2025-10-03","No"
"BLD-100429","Coaching for Performance","Leadership","8","380","Completed","2024-09-24","No"
"BLD-100429","Effective Communication","Soft Skills","4","1290","Completed","2025-09-01","No"
"BLD-100429","DOA & Governance Training","Compliance","8","0","Completed","2025-08-31","No"
"BLD-100429","Quality Control Techniques","Technical","8","1380","Completed","2023-05-10","No"
"BLD-100429","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2023-03-17","No"
"BLD-100429","SAP for HR Users","Technical","4","160","In Progress",,"No"
"BLD-100429","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2023-08-02","No"
"BLD-100430","Egyptian Labor Law Essentials","Compliance","8","0","Completed","2024-02-16","No"
"BLD-100430","Quality Control Techniques","Technical","4","1940","Completed","2024-04-14","Yes"
"BLD-100430","Coaching for Performance","Leadership","2","1230","Completed","2024-03-01","No"
"BLD-100430","Dairy Processing Fundamentals","Technical","2","1410","Completed","2023-04-02","Yes"
"BLD-100430","Dairy Processing Fundamentals","Technical","2","430","Completed","2023-03-24","No"
"BLD-100430","Data Privacy Awareness","Mandatory","8","0","Completed","2025-04-20","No"
"BLD-100430","Data Privacy Awareness","Mandatory","2","0","Completed","2024-11-10","No"
"BLD-100430","Egyptian Labor Law Essentials","Compliance","2","0","Completed","2024-09-25","Yes"
"BLD-100430","Dairy Processing Fundamentals","Technical","2","1260","Completed","2025-02-13","No"
"BLD-100431","DOA & Governance Training","Compliance","2","0","Completed","2024-01-11","Yes"
"BLD-100431","Qatar Labor Law Essentials","Compliance","8","0","Completed","2023-06-26","No"
"BLD-100431","Advanced Excel for Reporting","Technical","16","880","Completed","2023-09-07","Yes"
"BLD-100431","Conflict Resolution","Soft Skills","2","380","Completed","2023-08-04","No"
"BLD-100431","Presentation Skills","Soft Skills","4","340","Completed","2024-08-04","No"
"BLD-100431","Strategic Leadership Workshop","Leadership","8","360","Completed","2024-07-30","No"
"BLD-100432","DOA & Governance Training","Compliance","2","0","Completed","2024-11-27","Yes"
"BLD-100432","Qatar Labor Law Essentials","Compliance","4","0","Completed","2023-01-25","No"
"BLD-100432","Dairy Processing Fundamentals","Technical","8","1090","Completed","2024-04-29","Yes"
"BLD-100432","Time Management","Soft Skills","2","2000","Completed","2023-03-31","No"
"BLD-100432","Anti-Bribery & Ethics","Mandatory","8","0","Completed","2023-01-05","No"
"BLD-100434","Presentation Skills","Soft Skills","4","1700","Completed","2023-04-28","No"
"BLD-100434","Quality Control Techniques","Technical","8","910","Completed","2025-04-09","No"
"BLD-100434","Health & Safety Induction","Mandatory","2","0","Completed","2025-08-24","No"
"BLD-100434","Effective Communication","Soft Skills","4","1650","Completed","2023-06-13","No"
"BLD-100434","Qatar Labor Law Essentials","Compliance","16","0","Completed","2024-06-28","Yes"
"BLD-100435","DOA & Governance Training","Compliance","16","0","Completed","2025-06-03","No"
"BLD-100435","Conflict Resolution","Soft Skills","2","1120","In Progress",,"No"
"BLD-100435","Effective Communication","Soft Skills","2","860","Completed","2023-06-10","No"
"BLD-100435","Effective Communication","Soft Skills","2","770","In Progress",,"No"
"BLD-100435","Quality Control Techniques","Technical","2","770","Completed","2024-09-08","Yes"
"BLD-100435","Quality Control Techniques","Technical","16","1040","Completed","2025-05-17","Yes"
"BLD-100435","Effective Communication","Soft Skills","8","1040","In Progress",,"No"
"BLD-100436","SAP for HR Users","Technical","4","1960","Completed","2024-12-25","Yes"
"BLD-100436","Fire & Emergency Response","Mandatory","2","0","In Progress",,"No"
"BLD-100436","Fire & Emergency Response","Mandatory","4","0","Completed","2025-05-25","No"
