"requisition_id","vacancy_position","job_grade","department","hiring_manager","requisition_open_date","requisition_close_date","candidate_id","candidate_gender","candidate_nationality","source_of_hire","interview_date","offer_date","joining_date","recruitment_cost"
"REQ-5137","Operator - Quality Assurance & Food Safety","G5","Quality Assurance & Food Safety","Hari Al-Kuwari","2023-08-21","2023-09-14","CAN-5137","Male","Sri Lankan","Internal Transfer","2023-09-22","2023-09-29","2023-09-17","0"
"REQ-5138","Coordinator - Production","G3","Production","Rakesh Youssef","2024-06-12","2024-07-20","CAN-5138","Male","Filipino","Agency","2024-07-12","2024-07-16","2024-07-20","2630"
"REQ-5139","Assistant - People & Culture","G2","People & Culture","Arjun Islam","2024-04-05","2024-06-03","CAN-5139","Female","Sudanese","University Hiring","2024-04-27","2024-05-09","2024-06-03","7030"
"REQ-5140","Technician - IT & Digital","G4","IT & Digital","Rajesh Mansour","2023-05-18","2023-06-14","CAN-5140","Female","Indian","Referral","2023-06-21","2023-07-05","2023-06-18","5820"
"REQ-5141","Senior Technician - Corporate & Executive Office","G8","Corporate & Executive Office","Rania Kapoor","2025-07-28","2025-10-01","CAN-5141","Male","Indian","Career Site","2025-08-16","2025-08-19","2025-10-02","5660"
"REQ-5142","Officer - Procurement","G5","Procurement","Sanjay Fernandes","2023-05-23","2023-07-06","CAN-5142","Male","Pakistani","Referral","2023-06-29","2023-07-02","2023-07-08","10960"
"REQ-5143","Assistant Manager - People & Culture","G11","People & Culture","Mariam Khan","2024-05-13","2024-07-23","CAN-5143","Female","Egyptian","LinkedIn","2024-06-10","2024-06-15","2024-07-23","6290"
"REQ-5144","Assistant - Finance","G4","Finance","Amina Cruz","2024-12-22","2025-03-04","CAN-5144","Male","Egyptian","Referral","2025-01-22","2025-01-30","2025-03-06","3530"
"REQ-5145","Assistant - Engineering & Maintenance","G1","Engineering & Maintenance","Ahmed Malik","2023-11-16","2024-01-17","CAN-5145","Male","Egyptian","Internal Transfer","2023-12-21","2023-12-31","2024-01-21","0"
"REQ-5146","Coordinator - Corporate & Executive Office","G2","Corporate & Executive Office","Lubna Thapa","2022-12-03","2023-01-11","CAN-5146","Male","Nepali","Referral","2023-01-05","2023-01-16","2023-01-14","4910"
"REQ-5147","Associate - Marketing","G1","Marketing","Rowena Chowdhury","2025-07-13","2025-09-09","CAN-5147","Female","Bangladeshi","Career Site","2025-08-18","2025-08-24","2025-09-11","6200"
"REQ-5148","Head of Department - IT & Digital","G13","IT & Digital","Yousef Al-Attiyah","2025-03-01","2025-04-16","CAN-5148","Male","Indian","Agency","2025-03-31","2025-04-13","2025-04-19","10990"
"REQ-5149","Officer - IT & Digital","G5","IT & Digital","Dalia Al-Kuwari","2023-01-17","2023-02-20","CAN-5149","Female","Filipino","LinkedIn","2023-01-30","2023-02-12","2023-02-22","6390"
"REQ-5150","Senior Technician - Supply Chain & Logistics","G6","Supply Chain & Logistics","Khalid Ibrahim","2024-01-11","2024-03-15","CAN-5150","Male","Sudanese","LinkedIn","2024-02-05","2024-02-08","2024-03-17","11070"
"REQ-5151","Coordinator - Supply Chain & Logistics","G3","Supply Chain & Logistics","Prakash Kapoor","2024-08-01","2024-09-21","CAN-5151","Male","Nepali","LinkedIn","2024-08-22","2024-08-26","2024-09-24","2950"
"REQ-5152","Assistant - People & Culture","G1","People & Culture","Layla Reyes","2024-10-11","2024-11-14","CAN-5152","Male","Egyptian","Agency","2024-11-08","2024-11-22","2024-11-14","4240"
"REQ-5153","Coordinator - Supply Chain & Logistics","G2","Supply Chain & Logistics","Nadia El-Sayed","2025-08-28","2025-09-22","CAN-5153","Male","Egyptian","LinkedIn","2025-09-23","2025-09-25","2025-09-24","8670"
"REQ-5154","Associate - Farm Operations","G3","Farm Operations","Kumar Kapoor","2023-05-17","2023-07-01","CAN-5154","Male","Indian","Internal Transfer","2023-06-17","2023-07-01","2023-07-04","0"
"REQ-5155","Officer - Quality Assurance & Food Safety","G1","Quality Assurance & Food Safety","Pooja Thapa","2022-11-08","2023-01-13","CAN-5155","Male","Egyptian","Walk-in","2022-12-17","2022-12-28","2023-01-15","8870"
"REQ-5156","Coordinator - Farm Operations","G2","Farm Operations","Krishna Thapa","2024-08-09","2024-09-09","CAN-5156","Male","Pakistani","Walk-in","2024-09-06","2024-09-18","2024-09-13","2080"
"REQ-5157","Assistant Manager - R&D","G12","R&D","Suresh Reyes","2024-03-22","2024-05-05","CAN-5157","Female","Bangladeshi","Agency","2024-04-25","2024-05-02","2024-05-08","8130"
"REQ-5158","Operator - R&D","G4","R&D","Anita Ahmed","2024-01-06","2024-02-13","CAN-5158","Male","Nepali","LinkedIn","2024-01-19","2024-02-02","2024-02-17","9020"
"REQ-5159","Manager - Finance","G10","Finance","Noor Al-Sayed","2024-06-28","2024-09-06","CAN-5159","Female","Egyptian","Referral","2024-07-27","2024-08-02","2024-09-09","1260"
"REQ-5160","Operator - People & Culture","G1","People & Culture","Sara Santos","2025-08-16","2025-09-29","CAN-5160","Female","Indian","University Hiring","2025-09-23","2025-10-01","2025-10-02","6010"
"REQ-5161","Senior Technician - R&D","G6","R&D","Salma Mansour","2022-12-21","2023-01-23","CAN-5161","Female","Bangladeshi","Career Site","2023-01-07","2023-01-14","2023-01-27","1750"
"REQ-5162","Operator - Quality Assurance & Food Safety","G3","Quality Assurance & Food Safety","Ali Hassan","2025-03-31","2025-04-30","CAN-5162","Male","Pakistani","Walk-in","2025-04-26","2025-05-08","2025-05-02","10010"
"REQ-5163","Assistant - R&D","G5","R&D","Bishnu Mansour","2023-12-01","2024-01-03","CAN-5163","Female","Jordanian","Referral","2023-12-12","2023-12-18","2024-01-03","2020"
"REQ-5164","Assistant Manager - Procurement","G11","Procurement","Mohamed Rai","2024-03-28","2024-06-04","CAN-5164","Female","Bangladeshi","Career Site","2024-04-29","2024-05-10","2024-06-07","10490"
"REQ-5165","Operator - Production","G2","Production","Ali Thapa","2025-05-09","2025-07-05","CAN-5165","Male","Egyptian","Referral","2025-05-30","2025-06-11","2025-07-08","3430"
"REQ-5166","Supervisor - Production","G6","Production","Grace Pereira","2023-11-13","2023-12-05","CAN-5166","Male","Egyptian","Referral","2023-11-30","2023-12-13","2023-12-08","6560"
"REQ-5167","Supervisor - Sales & Distribution","G8","Sales & Distribution","Kumar El-Sayed","2023-11-08","2023-12-09","CAN-5167","Male","Egyptian","LinkedIn","2023-12-03","2023-12-05","2023-12-12","10830"
"REQ-5168","Assistant Manager - Procurement","G10","Procurement","Manoj Iqbal","2025-08-11","2025-09-30","CAN-5168","Male","Pakistani","Walk-in","2025-08-28","2025-09-02","2025-10-03","4700"
"REQ-5169","Manager - Quality Assurance & Food Safety","G11","Quality Assurance & Food Safety","Rakesh Cruz","2025-01-12","2025-03-11","CAN-5169","Female","Egyptian","Agency","2025-02-18","2025-02-23","2025-03-15","5250"
"REQ-5170","Assistant - R&D","G2","R&D","Ramesh Devi","2025-02-14","2025-03-11","CAN-5170","Male","Sudanese","Referral","2025-03-12","2025-03-25","2025-03-12","1750"
"REQ-5171","Senior Officer - Sales & Distribution","G9","Sales & Distribution","Sanjay Islam","2024-06-16","2024-08-11","CAN-5171","Female","Egyptian","Career Site","2024-07-09","2024-07-20","2024-08-12","11990"
"REQ-5172","Team Lead - IT & Digital","G6","IT & Digital","Juan Al-Sayed","2025-06-11","2025-08-04","CAN-5172","Male","Sri Lankan","Referral","2025-07-14","2025-07-21","2025-08-05","7240"
"REQ-5173","Assistant - Farm Operations","G2","Farm Operations","Noor Islam","2023-09-17","2023-10-13","CAN-5173","Female","Egyptian","Agency","2023-10-22","2023-11-02","2023-10-17","5190"
"REQ-5174","Associate - R&D","G1","R&D","Arjun Santos","2023-01-14","2023-02-26","CAN-5174","Male","Nepali","Referral","2023-01-30","2023-02-07","2023-03-02","4890"
"REQ-5175","Technician - Finance","G5","Finance","Suresh Baig","2024-02-28","2024-03-23","CAN-5175","Female","Sudanese","Referral","2024-03-19","2024-03-23","2024-03-23","5880"
"REQ-5176","Specialist - Sales & Distribution","G7","Sales & Distribution","Tariq Islam","2022-12-28","2023-03-07","CAN-5176","Male","Egyptian","Agency","2023-02-02","2023-02-08","2023-03-10","11540"
"REQ-5177","Technician - Production","G3","Production","Bikram Islam","2025-03-27","2025-06-04","CAN-5177","Male","Egyptian","LinkedIn","2025-04-21","2025-04-30","2025-06-07","10850"
"REQ-5178","Associate - Farm Operations","G5","Farm Operations","Prakash Kapoor","2023-04-13","2023-05-23","CAN-5178","Male","Egyptian","Walk-in","2023-05-09","2023-05-15","2023-05-24","6730"
"REQ-5179","Assistant - Corporate & Executive Office","G3","Corporate & Executive Office","Santosh El-Sayed","2023-01-30","2023-04-11","CAN-5179","Male","Qatari","Internal Transfer","2023-02-15","2023-02-24","2023-04-14","0"
"REQ-5180","Senior Manager - Procurement","G11","Procurement","Mohamed Rai","2023-12-16","2024-01-05","CAN-5180","Male","Filipino","LinkedIn","2024-01-20","2024-01-25","2024-01-06","2540"
"REQ-5181","Operator - Farm Operations","G3","Farm Operations","Krishna Thapa","2024-07-07","2024-08-11","CAN-5181","Male","Pakistani","Agency","2024-07-17","2024-07-22","2024-08-15","9670"
"REQ-5182","Team Lead - IT & Digital","G6","IT & Digital","Arjun Malik","2025-03-04","2025-04-22","CAN-5182","Male","Nepali","Agency","2025-04-02","2025-04-09","2025-04-25","11940"
"REQ-5183","Officer - Finance","G3","Finance","Jose Fernandes","2025-06-15","2025-08-03","CAN-5183","Male","Nepali","Walk-in","2025-07-02","2025-07-14","2025-08-06","9620"
"REQ-5184","Operator - Farm Operations","G1","Farm Operations","Ramesh Malik","2024-11-24","2025-01-08","CAN-5184","Male","Nepali","Referral","2024-12-09","2024-12-18","2025-01-08","8110"
"REQ-5185","Coordinator - Supply Chain & Logistics","G1","Supply Chain & Logistics","Prakash Reyes","2024-10-06","2024-11-08","CAN-5185","Male","Qatari","Agency","2024-11-08","2024-11-16","2024-11-12","1200"
"REQ-5186","Officer - R&D","G1","R&D","Ramesh Devi","2022-10-29","2023-01-04","CAN-5186","Male","Sri Lankan","Referral","2022-11-30","2022-12-03","2023-01-08","3560"
"REQ-5187","Associate - People & Culture","G1","People & Culture","Sara Hassan","2024-07-05","2024-08-25","CAN-5187","Female","Indian","Agency","2024-08-13","2024-08-20","2024-08-25","4300"
"REQ-5188","Specialist - Supply Chain & Logistics","G6","Supply Chain & Logistics","Sanjay Devi","2025-11-19","2025-12-11","CAN-5188","Male","Egyptian","LinkedIn","2025-12-24","2025-12-27","2025-12-11","1480"
"REQ-5189","Assistant - People & Culture","G2","People & Culture","Juan Santos","2023-08-04","2023-10-09","CAN-5189","Male","Egyptian","LinkedIn","2023-08-27","2023-08-31","2023-10-12","5210"
"REQ-5190","Senior Manager - Supply Chain & Logistics","G10","Supply Chain & Logistics","Rakesh Cruz","2025-04-16","2025-05-16","CAN-5190","Male","Egyptian","Referral","2025-04-30","2025-05-02","2025-05-18","10460"
"REQ-5191","Operator - R&D","G2","R&D","Kumar Malik","2025-02-04","2025-03-04","CAN-5191","Female","Egyptian","Agency","2025-02-17","2025-02-25","2025-03-04","4530"
"REQ-5192","Supervisor - IT & Digital","G8","IT & Digital","Santosh Fernandes","2022-12-03","2023-01-12","CAN-5192","Male","Indian","Career Site","2022-12-29","2023-01-10","2023-01-14","3720"
"REQ-5193","Operator - Supply Chain & Logistics","G3","Supply Chain & Logistics","Anil Fernandes","2025-02-17","2025-03-20","CAN-5193","Female","Egyptian","Agency","2025-03-16","2025-03-21","2025-03-21","8450"
"REQ-5194","Officer - Finance","G5","Finance","Santosh Fernandes","2023-10-19","2023-11-25","CAN-5194","Female","Egyptian","Walk-in","2023-11-20","2023-11-26","2023-11-26","1340"
"REQ-5195","Operator - Finance","G1","Finance","Santosh Reyes","2023-03-08","2023-04-22","CAN-5195","Male","Egyptian","Referral","2023-04-12","2023-04-23","2023-04-24","1330"
"REQ-5196","Senior Manager - Farm Operations","G12","Farm Operations","Anil Khan","2024-12-14","2025-01-20","CAN-5196","Male","Pakistani","Referral","2024-12-24","2025-01-06","2025-01-20","2910"
"REQ-5197","Officer - R&D","G3","R&D","Kavita Sharma","2025-08-09","2025-10-12","CAN-5197","Female","Nepali","Internal Transfer","2025-08-23","2025-08-26","2025-10-12","0"
"REQ-5198","Associate - Finance","G2","Finance","Reem Farouk","2025-06-27","2025-08-11","CAN-5198","Female","Indian","Agency","2025-07-09","2025-07-18","2025-08-12","10310"
"REQ-5199","Specialist - Engineering & Maintenance","G9","Engineering & Maintenance","Suresh Devi","2024-11-15","2025-01-01","CAN-5199","Male","Egyptian","Internal Transfer","2024-12-03","2024-12-16","2025-01-01","0"
"REQ-5200","Supervisor - Corporate & Executive Office","G9","Corporate & Executive Office","Noor Abdullah","2024-07-30","2024-09-13","CAN-5200","Male","Indian","Walk-in","2024-09-04","2024-09-16","2024-09-13","3650"
"REQ-5201","Assistant Manager - Marketing","G10","Marketing","Manoj Fernandes","2023-08-15","2023-09-13","CAN-5201","Male","Indian","Internal Transfer","2023-09-10","2023-09-17","2023-09-17","0"
"REQ-5202","Team Lead - Engineering & Maintenance","G7","Engineering & Maintenance","Ravi Youssef","2024-07-30","2024-10-04","CAN-5202","Female","Bangladeshi","Career Site","2024-08-11","2024-08-17","2024-10-08","4370"
"REQ-5203","Assistant - Farm Operations","G1","Farm Operations","Krishna Thapa","2024-04-21","2024-06-07","CAN-5203","Male","Nepali","Referral","2024-05-04","2024-05-13","2024-06-10","5440"
"REQ-5204","Specialist - Quality Assurance & Food Safety","G8","Quality Assurance & Food Safety","Sameer Al-Marri","2025-05-14","2025-07-06","CAN-5204","Female","Egyptian","Referral","2025-06-17","2025-06-20","2025-07-07","4680"
"REQ-5205","Operator - Corporate & Executive Office","G4","Corporate & Executive Office","Deepak Abdullah","2022-12-13","2023-01-23","CAN-5205","Male","Pakistani","Career Site","2023-01-13","2023-01-17","2023-01-23","8730"
"REQ-5206","Senior Officer - Corporate & Executive Office","G8","Corporate & Executive Office","Sameer Islam","2023-04-05","2023-05-08","CAN-5206","Female","Sudanese","Walk-in","2023-05-09","2023-05-15","2023-05-11","7450"
"REQ-5207","Technician - Farm Operations","G1","Farm Operations","Ravi Ahmed","2025-02-03","2025-03-07","CAN-5207","Male","Filipino","Internal Transfer","2025-03-08","2025-03-11","2025-03-07","0"
"REQ-5208","Manager - Quality Assurance & Food Safety","G10","Quality Assurance & Food Safety","Huda Abdullah","2025-09-18","2025-10-11","CAN-5208","Male","Sri Lankan","University Hiring","2025-10-21","2025-10-29","2025-10-11","840"
"REQ-5209","Coordinator - Sales & Distribution","G5","Sales & Distribution","Juan Baig","2023-05-04","2023-07-13","CAN-5209","Male","Pakistani","Agency","2023-05-30","2023-06-13","2023-07-13","2220"
"REQ-5210","Specialist - Procurement","G7","Procurement","Ali Kapoor","2024-12-15","2025-01-31","CAN-5210","Male","Nepali","Agency","2024-12-27","2025-01-09","2025-02-04","7760"
"REQ-5211","Specialist - Quality Assurance & Food Safety","G6","Quality Assurance & Food Safety","Sameer Al-Sayed","2023-01-03","2023-02-01","CAN-5211","Female","Egyptian","Agency","2023-02-03","2023-02-05","2023-02-02","4100"
"REQ-5212","Senior Technician - Marketing","G9","Marketing","Rowena Kapoor","2025-11-12","2025-12-17","CAN-5212","Female","Bangladeshi","Referral","2025-12-21","2026-01-02","2025-12-20","7470"
"REQ-5213","Team Lead - Finance","G9","Finance","Ahmed Malik","2024-02-25","2024-03-23","CAN-5213","Male","Bangladeshi","LinkedIn","2024-03-31","2024-04-13","2024-03-24","7640"
"REQ-5214","Assistant Manager - Sales & Distribution","G11","Sales & Distribution","Deepak Gurung","2023-01-26","2023-02-23","CAN-5214","Male","Filipino","Internal Transfer","2023-02-20","2023-02-27","2023-02-25","0"
"REQ-5215","Technician - IT & Digital","G3","IT & Digital","Amina Fernandes","2023-07-28","2023-09-12","CAN-5215","Male","Sri Lankan","Career Site","2023-08-29","2023-09-07","2023-09-15","11810"
"REQ-5216","Assistant - Supply Chain & Logistics","G1","Supply Chain & Logistics","Khalid Santos","2025-09-25","2025-10-21","CAN-5216","Male","Nepali","Referral","2025-11-01","2025-11-09","2025-10-23","9720"
"REQ-5217","Technician - IT & Digital","G2","IT & Digital","Hari Al-Marri","2024-11-04","2024-12-11","CAN-5217","Female","Indian","Referral","2024-11-26","2024-12-03","2024-12-13","10760"
"REQ-5218","Associate - Supply Chain & Logistics","G1","Supply Chain & Logistics","Faisal Al-Marri","2023-01-18","2023-03-14","CAN-5218","Male","Egyptian","Referral","2023-02-01","2023-02-11","2023-03-15","11570"
"REQ-5219","Assistant Manager - Finance","G10","Finance","Rakesh Cruz","2023-12-14","2024-01-17","CAN-5219","Female","Egyptian","Walk-in","2024-01-13","2024-01-17","2024-01-17","11020"
"REQ-5220","Officer - Quality Assurance & Food Safety","G2","Quality Assurance & Food Safety","Khalid Al-Marri","2025-01-31","2025-03-04","CAN-5220","Male","Egyptian","Career Site","2025-02-20","2025-02-28","2025-03-05","10640"
"REQ-5221","Assistant - People & Culture","G4","People & Culture","Hassan Cruz","2023-04-24","2023-06-17","CAN-5221","Female","Sri Lankan","Career Site","2023-05-16","2023-05-24","2023-06-18","8990"
"REQ-5222","Operator - Production","G1","Production","Omar Al-Kuwari","2024-12-28","2025-02-12","CAN-5222","Female","Qatari","Referral","2025-02-04","2025-02-13","2025-02-15","10920"
"REQ-5223","Senior Manager - People & Culture","G11","People & Culture","Prakash Mendoza","2024-07-30","2024-09-22","CAN-5223","Male","Indian","Referral","2024-09-03","2024-09-15","2024-09-26","3090"
"REQ-5224","Technician - R&D","G2","R&D","Yasmin Rai","2023-09-09","2023-10-19","CAN-5224","Male","Egyptian","University Hiring","2023-10-02","2023-10-04","2023-10-22","5020"
"REQ-5225","Coordinator - Sales & Distribution","G2","Sales & Distribution","Nadia Baig","2025-08-13","2025-10-13","CAN-5225","Male","Nepali","LinkedIn","2025-09-19","2025-10-02","2025-10-16","4370"
"REQ-5226","Coordinator - Supply Chain & Logistics","G4","Supply Chain & Logistics","Anil Islam","2025-08-11","2025-09-16","CAN-5226","Male","Egyptian","LinkedIn","2025-09-07","2025-09-16","2025-09-19","7540"
"REQ-5227","Technician - People & Culture","G4","People & Culture","Cherry Reyes","2025-09-06","2025-10-23","CAN-5227","Female","Egyptian","Referral","2025-10-01","2025-10-09","2025-10-27","5020"
"REQ-5228","Manager - Supply Chain & Logistics","G10","Supply Chain & Logistics","Suresh Reyes","2024-01-08","2024-02-15","CAN-5228","Male","Indian","Referral","2024-02-10","2024-02-13","2024-02-16","8470"
"REQ-5229","Supervisor - Finance","G6","Finance","Mariam Chowdhury","2025-01-14","2025-02-04","CAN-5229","Male","Egyptian","LinkedIn","2025-01-24","2025-02-07","2025-02-05","1910"
"REQ-5230","Coordinator - Procurement","G3","Procurement","Priya Baig","2023-05-11","2023-06-23","CAN-5230","Male","Bangladeshi","LinkedIn","2023-06-07","2023-06-20","2023-06-26","3060"
"REQ-5231","Coordinator - Farm Operations","G5","Farm Operations","Cherry Khan","2023-10-30","2024-01-11","CAN-5231","Male","Sri Lankan","Agency","2023-11-23","2023-12-01","2024-01-11","3710"
"REQ-5232","Officer - People & Culture","G5","People & Culture","Hind Youssef","2023-12-09","2024-01-05","CAN-5232","Female","Sudanese","University Hiring","2023-12-19","2023-12-27","2024-01-05","8110"
"REQ-5233","Operator - Procurement","G1","Procurement","Joy Reyes","2023-04-25","2023-06-19","CAN-5233","Male","Nepali","LinkedIn","2023-05-31","2023-06-03","2023-06-21","4100"
"REQ-5234","Officer - Supply Chain & Logistics","G4","Supply Chain & Logistics","Ramesh Santos","2024-02-24","2024-03-29","CAN-5234","Female","Egyptian","Walk-in","2024-03-14","2024-03-27","2024-04-01","11830"
"REQ-5235","Technician - Production","G2","Production","Ali Thapa","2024-01-31","2024-03-20","CAN-5235","Male","Egyptian","Referral","2024-02-20","2024-03-05","2024-03-24","2340"
"REQ-5236","Operator - Corporate & Executive Office","G3","Corporate & Executive Office","Pooja Abdullah","2024-05-07","2024-07-16","CAN-5236","Female","Sri Lankan","Referral","2024-05-23","2024-06-01","2024-07-17","10270"
"REQ-5237","Technician - Supply Chain & Logistics","G5","Supply Chain & Logistics","Nadia El-Sayed","2025-06-10","2025-08-06","CAN-5237","Male","Egyptian","Referral","2025-07-02","2025-07-11","2025-08-09","3640"
"REQ-5238","Manager - Procurement","G11","Procurement","Mohamed Rai","2022-12-09","2023-01-22","CAN-5238","Male","Filipino","Agency","2022-12-22","2023-01-04","2023-01-22","9030"
"REQ-5239","Technician - People & Culture","G5","People & Culture","Dina Reyes","2024-09-26","2024-11-24","CAN-5239","Female","Egyptian","LinkedIn","2024-10-31","2024-11-06","2024-11-25","9310"
"REQ-5240","Team Lead - Quality Assurance & Food Safety","G7","Quality Assurance & Food Safety","Manoj Al-Kuwari","2023-10-15","2023-11-02","CAN-5240","Female","Nepali","Walk-in","2023-10-26","2023-10-30","2023-11-05","2150"
"REQ-5241","Head of Department - People & Culture","G13","People & Culture","Yousef Al-Attiyah","2024-05-15","2024-06-12","CAN-5241","Female","Egyptian","LinkedIn","2024-06-15","2024-06-18","2024-06-16","10280"
"REQ-5242","Supervisor - Quality Assurance & Food Safety","G7","Quality Assurance & Food Safety","Aisha Malik","2025-04-18","2025-06-10","CAN-5242","Male","Egyptian","Agency","2025-05-17","2025-05-24","2025-06-10","3550"
"REQ-5243","Associate - Corporate & Executive Office","G5","Corporate & Executive Office","Rina Rai","2022-12-04","2023-02-07","CAN-5243","Female","Pakistani","Walk-in","2022-12-18","2022-12-31","2023-02-10","4600"
"REQ-5244","Assistant - Supply Chain & Logistics","G1","Supply Chain & Logistics","Jose Reyes","2024-12-20","2025-02-05","CAN-5244","Male","Egyptian","LinkedIn","2025-01-20","2025-01-25","2025-02-07","2610"
"REQ-5245","Coordinator - People & Culture","G5","People & Culture","Noor Mahmoud","2023-09-12","2023-09-30","CAN-5245","Female","Filipino","Career Site","2023-09-24","2023-10-07","2023-10-04","6600"
"REQ-5246","Chief Officer - Finance","G13","Finance","Yousef Al-Attiyah","2024-03-01","2024-04-03","CAN-5246","Male","Sri Lankan","Agency","2024-03-24","2024-04-01","2024-04-05","5670"
"REQ-5247","Technician - People & Culture","G1","People & Culture","Rania Baig","2024-11-05","2024-12-14","CAN-5247","Female","Egyptian","University Hiring","2024-11-25","2024-11-28","2024-12-14","6200"
"REQ-5248","Senior Manager - Finance","G10","Finance","Krishna Kapoor","2022-12-07","2023-02-06","CAN-5248","Male","Sri Lankan","Agency","2022-12-21","2022-12-25","2023-02-10","3130"
"REQ-5249","Operator - Finance","G5","Finance","Anita Pereira","2023-02-11","2023-03-11","CAN-5249","Female","Egyptian","Referral","2023-03-19","2023-03-21","2023-03-12","11070"
"REQ-5250","Associate - R&D","G2","R&D","Manoj Santos","2022-12-19","2023-01-07","CAN-5250","Male","Indian","Agency","2023-01-25","2023-02-03","2023-01-08","5290"
"REQ-5251","Team Lead - Supply Chain & Logistics","G6","Supply Chain & Logistics","Ravi Khan","2023-06-25","2023-08-11","CAN-5251","Male","Nepali","University Hiring","2023-07-24","2023-07-28","2023-08-13","9970"
"REQ-5252","Assistant - Quality Assurance & Food Safety","G1","Quality Assurance & Food Safety","Krishna Youssef","2024-12-29","2025-02-28","CAN-5252","Male","Indian","Referral","2025-01-19","2025-01-27","2025-03-03","11110"
"REQ-5253","Manager - Finance","G10","Finance","Krishna Kapoor","2023-03-19","2023-05-14","CAN-5253","Female","Nepali","LinkedIn","2023-04-14","2023-04-16","2023-05-15","9700"
"REQ-5254","Senior Technician - R&D","G8","R&D","Yasmin Malik","2023-10-23","2023-12-15","CAN-5254","Female","Egyptian","Career Site","2023-11-03","2023-11-14","2023-12-18","3170"
"REQ-5255","Technician - R&D","G5","R&D","Anita Ahmed","2023-02-14","2023-03-13","CAN-5255","Female","Nepali","Internal Transfer","2023-03-11","2023-03-18","2023-03-17","0"
"REQ-5256","Director - People & Culture","G14","People & Culture","Yousef Al-Attiyah","2024-10-14","2024-12-14","CAN-5256","Female","Egyptian","LinkedIn","2024-11-09","2024-11-23","2024-12-14","1500"
"REQ-5257","Assistant Manager - R&D","G11","R&D","Priya Farouk","2023-02-11","2023-03-22","CAN-5257","Female","Nepali","Referral","2023-03-16","2023-03-19","2023-03-24","7880"
"REQ-5258","Assistant Manager - Finance","G10","Finance","Krishna Kapoor","2025-05-22","2025-07-07","CAN-5258","Male","Bangladeshi","LinkedIn","2025-06-05","2025-06-18","2025-07-08","8930"
"REQ-5259","Senior Officer - Marketing","G8","Marketing","Ramesh Sharma","2023-07-17","2023-09-12","CAN-5259","Female","Egyptian","Agency","2023-08-05","2023-08-15","2023-09-14","6100"
"REQ-5260","Coordinator - Finance","G5","Finance","Rina Malik","2024-03-20","2024-05-08","CAN-5260","Male","Egyptian","Referral","2024-04-14","2024-04-20","2024-05-12","8390"
"REQ-5261","Senior Officer - Corporate & Executive Office","G8","Corporate & Executive Office","Priya Farouk","2024-11-02","2025-01-11","CAN-5261","Male","Egyptian","Agency","2024-11-29","2024-12-01","2025-01-15","10800"
"REQ-5262","Senior Technician - Marketing","G8","Marketing","Anita Gurung","2022-12-24","2023-02-20","CAN-5262","Male","Filipino","Agency","2023-01-11","2023-01-25","2023-02-23","8190"
"REQ-5263","Manager - IT & Digital","G10","IT & Digital","Deepak Gurung","2025-06-23","2025-07-21","CAN-5263","Male","Jordanian","LinkedIn","2025-07-13","2025-07-27","2025-07-22","9070"
"REQ-5264","Technician - IT & Digital","G5","IT & Digital","Juan Islam","2024-05-17","2024-06-25","CAN-5264","Male","Nepali","Career Site","2024-06-22","2024-07-01","2024-06-27","6500"
"REQ-5265","Coordinator - IT & Digital","G4","IT & Digital","Rowena Ibrahim","2025-08-12","2025-10-06","CAN-5265","Female","Qatari","Internal Transfer","2025-08-31","2025-09-07","2025-10-10","0"
"REQ-5266","Assistant - People & Culture","G3","People & Culture","Manoj Fernandes","2024-11-15","2024-12-26","CAN-5266","Male","Egyptian","Agency","2024-12-15","2024-12-22","2024-12-27","2210"
"REQ-5267","Operator - Corporate & Executive Office","G1","Corporate & Executive Office","Arjun Cruz","2023-09-09","2023-11-13","CAN-5267","Male","Nepali","Internal Transfer","2023-09-28","2023-10-08","2023-11-13","0"
"REQ-5268","Technician - Finance","G1","Finance","Grace Fernandes","2023-08-26","2023-10-22","CAN-5268","Female","Qatari","LinkedIn","2023-09-14","2023-09-16","2023-10-25","3020"
"REQ-5269","Assistant - Sales & Distribution","G1","Sales & Distribution","Hari Al-Kuwari","2024-02-24","2024-03-20","CAN-5269","Male","Egyptian","LinkedIn","2024-04-02","2024-04-15","2024-03-23","8280"
"REQ-5270","Team Lead - Farm Operations","G9","Farm Operations","Ahmed Cruz","2024-02-02","2024-03-02","CAN-5270","Male","Pakistani","Referral","2024-03-09","2024-03-14","2024-03-02","3980"
"REQ-5271","Officer - Farm Operations","G4","Farm Operations","Krishna Thapa","2024-02-14","2024-03-17","CAN-5271","Male","Indian","Referral","2024-03-22","2024-04-04","2024-03-20","6870"
"REQ-5272","Technician - Quality Assurance & Food Safety","G5","Quality Assurance & Food Safety","Omar Ibrahim","2024-07-23","2024-09-08","CAN-5272","Male","Egyptian","Internal Transfer","2024-08-25","2024-09-08","2024-09-11","0"
"REQ-5273","Assistant - Marketing","G2","Marketing","Rowena Chowdhury","2023-01-24","2023-03-25","CAN-5273","Female","Nepali","LinkedIn","2023-02-12","2023-02-22","2023-03-26","11730"
"REQ-5274","Officer - People & Culture","G5","People & Culture","Juan Santos","2024-05-06","2024-06-22","CAN-5274","Female","Egyptian","Referral","2024-05-29","2024-06-08","2024-06-23","5280"
