"employee_id","salary_effective_date","housing_allowance","transport_allowance","education_allowance","other_allowances","variable_pay","bonus","incentive","total_cash_compensation","total_remuneration"
"BLD-100377","2025-01-01","1450","1120","190","0","0","170","660","8810","9700"
"BLD-100378","2023-01-01","760","1080","0","140","0","420","0","6110","6580"
"BLD-100378","2024-01-01","940","890","0","20","0","1410","0","7290","8180"
"BLD-100378","2025-01-01","1070","600","290","210","0","3160","0","9270","10190"
"BLD-100379","2023-01-01","1010","1160","0","0","0","1460","0","7660","8210"
"BLD-100380","2023-01-01","2310","1060","810","0","0","0","0","13490","15030"
"BLD-100380","2024-01-01","1850","1030","0","0","0","0","0","11420","12970"
"BLD-100380","2025-01-01","2940","850","0","0","0","2570","0","17140","18460"
"BLD-100381","2023-01-01","620","960","400","0","0","1190","0","6000","6780"
"BLD-100382","2023-01-01","700","660","0","0","0","0","0","4710","5260"
"BLD-100382","2024-01-01","830","1120","890","380","0","2150","0","8330","8940"
"BLD-100382","2025-01-01","800","1090","0","0","0","2550","0","7860","8690"
"BLD-100383","2023-01-01","1640","680","0","110","0","1340","0","10090","11380"
"BLD-100383","2024-01-01","1800","1150","0","0","0","0","0","9400","10420"
"BLD-100383","2025-01-01","1770","1120","0","0","0","0","0","10550","11480"
"BLD-100384","2023-01-01","820","1130","0","0","0","0","0","4930","5260"
"BLD-100384","2024-01-01","880","650","0","0","0","2220","0","7180","8060"
"BLD-100385","2023-01-01","1850","680","900","0","0","0","0","11940","13500"
"BLD-100385","2024-01-01","2960","830","200","0","0","1830","0","15770","17950"
"BLD-100386","2023-01-01","5850","730","0","0","1580","12530","0","47180","49970"
"BLD-100386","2024-01-01","6290","930","0","310","50","20890","0","52220","58440"
"BLD-100386","2025-01-01","6290","1160","0","200","350","13830","0","44940","50680"
"BLD-100387","2023-01-01","940","1050","590","100","0","1110","0","7270","7760"
"BLD-100388","2023-01-01","5940","810","0","0","870","0","0","28950","31680"
"BLD-100388","2024-01-01","5630","970","0","0","590","4940","0","34650","39390"
"BLD-100388","2025-01-01","7470","600","660","0","2040","0","0","37970","41310"
"BLD-100389","2023-01-01","850","680","0","0","0","0","0","5260","5640"
"BLD-100390","2023-01-01","1170","680","100","0","0","0","0","5950","6660"
"BLD-100390","2024-01-01","1040","690","750","0","0","0","0","6720","7380"
"BLD-100390","2025-01-01","1260","600","0","0","0","3370","0","10000","11060"
"BLD-100391","2023-01-01","1820","790","0","0","0","0","0","9890","10770"
"BLD-100391","2024-01-01","1920","650","1380","0","0","0","0","12290","13560"
"BLD-100391","2025-01-01","2370","960","0","0","0","0","0","11710","12330"
"BLD-100392","2023-01-01","950","680","0","0","0","0","0","5980","6780"
"BLD-100392","2024-01-01","1240","1120","730","0","0","0","0","7780","8260"
"BLD-100392","2025-01-01","1010","870","0","0","0","4830","0","11670","13240"
"BLD-100393","2023-01-01","950","1090","1490","0","0","2530","0","9560","10540"
"BLD-100393","2024-01-01","760","650","1380","0","0","0","0","6570","7200"
"BLD-100394","2023-01-01","3490","820","170","150","830","890","0","19980","21510"
"BLD-100394","2024-01-01","3570","650","0","0","1170","0","0","20320","23220"
"BLD-100394","2025-01-01","3410","1100","0","0","800","0","0","22070","23600"
"BLD-100395","2023-01-01","4890","1010","320","0","1250","0","590","26910","28600"
"BLD-100395","2024-01-01","4260","800","0","0","250","510","70","26850","28910"
"BLD-100395","2025-01-01","5280","1000","0","90","480","0","370","29010","31580"
"BLD-100396","2023-01-01","710","910","0","0","0","0","0","4700","5280"
"BLD-100397","2023-01-01","1960","830","0","0","0","3310","0","13080","14300"
"BLD-100398","2023-01-01","4050","970","0","0","1510","0","0","22300","24190"
"BLD-100398","2024-01-01","3780","970","970","290","700","0","0","23460","24690"
"BLD-100398","2025-01-01","4340","790","650","0","380","0","0","22710","23960"
"BLD-100399","2023-01-01","990","820","520","0","0","3910","0","10260","11260"
"BLD-100399","2024-01-01","920","740","0","0","0","0","0","6020","6730"
"BLD-100399","2025-01-01","1020","970","240","0","0","2880","0","9370","9860"
"BLD-100400","2023-01-01","850","890","0","0","0","1200","0","5760","6110"
"BLD-100400","2024-01-01","870","1190","0","0","0","0","0","5210","5810"
"BLD-100400","2025-01-01","820","760","0","230","0","950","0","6010","6610"
"BLD-100401","2023-01-01","1690","810","1260","0","0","1700","0","12380","13920"
"BLD-100401","2024-01-01","1840","670","1120","0","0","0","0","12270","13850"
"BLD-100401","2025-01-01","1800","800","0","330","0","0","0","10670","12030"
"BLD-100402","2023-01-01","740","1080","0","0","0","1100","0","6520","7080"
"BLD-100402","2024-01-01","1100","780","0","100","0","2210","0","7910","8680"
"BLD-100402","2025-01-01","1020","750","1060","0","0","0","0","6450","6910"
"BLD-100403","2023-01-01","5660","860","0","280","2010","16920","0","49410","54200"
"BLD-100403","2024-01-01","7830","640","0","0","1690","0","0","37430","39470"
"BLD-100403","2025-01-01","6350","1160","0","0","1310","13380","0","49630","52620"
"BLD-100404","2023-01-01","790","650","0","0","0","0","0","4720","4990"
"BLD-100404","2024-01-01","620","1160","0","320","0","720","0","5760","6380"
"BLD-100404","2025-01-01","840","1160","960","0","0","0","0","5930","6380"
"BLD-100405","2023-01-01","1540","1130","1160","300","0","710","0","10090","11280"
"BLD-100406","2023-01-01","3610","640","900","0","70","8780","0","28320","31600"
"BLD-100407","2023-01-01","1700","950","80","330","0","4200","0","13920","15420"
"BLD-100407","2024-01-01","1720","610","0","0","0","4640","0","13350","14930"
"BLD-100407","2025-01-01","1750","960","420","0","0","0","0","9750","10740"
"BLD-100408","2023-01-01","2660","1090","0","0","0","0","0","13580","14370"
"BLD-100408","2024-01-01","2640","730","0","130","0","4760","0","18510","20210"
"BLD-100408","2025-01-01","2550","910","0","0","0","130","0","13880","15450"
"BLD-100409","2023-01-01","2760","1040","0","0","0","0","0","16270","18360"
"BLD-100409","2024-01-01","3340","920","0","0","0","0","0","16820","18490"
"BLD-100409","2025-01-01","3030","810","0","0","0","0","0","15310","17390"
"BLD-100410","2023-01-01","2570","920","0","10","0","0","0","12880","13790"
"BLD-100410","2024-01-01","2130","860","0","0","0","2060","0","15030","16660"
"BLD-100411","2023-01-01","1130","770","0","0","0","2490","0","8810","10090"
"BLD-100411","2024-01-01","1310","770","0","0","0","1680","0","8600","9840"
"BLD-100411","2025-01-01","1250","920","310","230","0","0","0","7390","8410"
"BLD-100412","2023-01-01","590","1190","300","0","0","0","0","4820","5170"
"BLD-100412","2024-01-01","660","650","0","0","0","2450","0","7010","7590"
"BLD-100413","2023-01-01","7540","1200","0","0","810","0","0","41530","45730"
"BLD-100413","2024-01-01","8630","1170","0","0","300","2770","0","48880","51850"
"BLD-100413","2025-01-01","9890","980","0","0","2130","0","0","49740","55060"
"BLD-100414","2023-01-01","590","950","0","0","0","0","140","4520","5170"
"BLD-100415","2023-01-01","760","680","0","0","0","1680","0","6410","6790"
"BLD-100415","2024-01-01","670","1090","810","0","0","0","0","5800","6380"
"BLD-100415","2025-01-01","1020","740","0","390","0","0","0","5730","6270"
"BLD-100416","2023-01-01","2110","1000","0","0","0","8540","0","20940","22230"
"BLD-100416","2024-01-01","2110","610","0","0","0","6640","0","19200","21460"
"BLD-100416","2025-01-01","2350","990","0","0","0","0","0","12310","13020"
"BLD-100417","2023-01-01","1050","850","0","220","0","2700","0","8780","9320"
"BLD-100418","2023-01-01","1390","730","0","0","0","0","0","8880","9610"
"BLD-100418","2024-01-01","1700","1030","1370","0","0","3860","0","15920","17000"
"BLD-100418","2025-01-01","2030","920","1040","0","0","7540","0","19520","21490"
"BLD-100419","2023-01-01","1470","1170","0","0","0","320","0","9190","10050"
"BLD-100419","2024-01-01","1470","1030","1100","0","0","0","0","9260","10450"
"BLD-100419","2025-01-01","1640","1170","0","0","0","0","0","9770","10480"
"BLD-100420","2023-01-01","2220","940","0","0","0","7940","0","22070","23500"
"BLD-100420","2024-01-01","3730","900","0","0","0","5960","0","23620","26810"
"BLD-100420","2025-01-01","3530","1110","0","0","0","12300","0","30150","32850"
"BLD-100421","2023-01-01","5090","1100","1110","0","2240","0","0","32030","36420"
"BLD-100421","2024-01-01","6800","920","0","240","1630","9430","0","42250","46780"
"BLD-100421","2025-01-01","5180","680","1290","0","220","10140","0","40140","42890"
"BLD-100422","2023-01-01","1380","830","0","0","0","1200","0","8840","9340"
"BLD-100422","2024-01-01","1140","780","1130","0","0","0","0","8070","8970"
"BLD-100422","2025-01-01","1710","1080","730","0","0","5070","0","14580","15320"
"BLD-100423","2023-01-01","1350","820","0","0","0","1360","0","8960","9950"
"BLD-100423","2024-01-01","1400","1200","120","0","0","1060","0","9660","10740"
"BLD-100423","2025-01-01","1390","950","0","0","0","0","0","8170","9120"
"BLD-100424","2023-01-01","700","1170","0","0","0","1990","0","7150","7820"
"BLD-100425","2023-01-01","980","750","0","290","0","2130","0","8850","9760"
"BLD-100425","2024-01-01","1190","650","0","0","0","0","0","6270","6920"
"BLD-100426","2023-01-01","5360","990","0","0","460","16710","0","48810","52340"
"BLD-100426","2024-01-01","5470","830","1350","0","300","1110","0","33750","36080"
"BLD-100427","2023-01-01","2170","630","0","240","0","0","0","12520","14060"
"BLD-100427","2024-01-01","2450","630","0","0","0","3480","0","15670","17440"
"BLD-100427","2025-01-01","2000","620","600","0","0","0","0","12440","14200"
"BLD-100428","2023-01-01","930","630","0","0","0","2000","0","7440","8400"
"BLD-100428","2024-01-01","1040","1110","260","0","0","0","0","6230","7140"
"BLD-100428","2025-01-01","920","980","830","0","0","1590","0","8530","8990"
"BLD-100429","2023-01-01","1150","690","140","0","0","0","0","6870","7570"
"BLD-100429","2024-01-01","1340","640","0","170","0","4210","0","11710","12490"
"BLD-100429","2025-01-01","1690","990","300","0","0","0","0","8980","10200"
"BLD-100430","2023-01-01","930","670","0","0","0","3590","0","9340","10510"
"BLD-100430","2024-01-01","1420","940","0","360","0","4020","0","11610","12950"
"BLD-100430","2025-01-01","1530","740","1070","0","0","0","0","8570","9610"
"BLD-100431","2023-01-01","1450","1120","950","0","0","2050","0","11830","12780"
"BLD-100431","2024-01-01","1380","1130","800","0","0","630","0","10490","12030"
"BLD-100432","2023-01-01","980","910","1020","0","0","3080","0","9500","10250"
"BLD-100432","2024-01-01","930","1020","0","0","0","0","0","5310","5880"
"BLD-100432","2025-01-01","980","740","0","0","0","3440","0","8620","9750"
"BLD-100433","2023-01-01","840","1050","670","0","0","1530","0","7480","7960"
"BLD-100434","2023-01-01","850","820","0","210","0","0","0","6110","6470"
"BLD-100434","2024-01-01","1170","670","0","0","0","560","0","6810","7340"
"BLD-100434","2025-01-01","1010","960","0","0","0","0","0","5840","6330"
"BLD-100435","2023-01-01","690","820","530","0","0","480","300","5750","6310"
"BLD-100435","2024-01-01","740","620","240","0","0","0","140","5080","5500"
"BLD-100435","2025-01-01","710","700","0","250","0","0","210","5340","5990"
"BLD-100436","2023-01-01","650","1200","190","0","0","2490","0","7360","8210"
"BLD-100436","2024-01-01","890","670","0","0","0","0","0","4810","5350"
"BLD-100436","2025-01-01","670","900","0","0","0","1570","0","6480","7220"
"BLD-100437","2023-01-01","2460","600","1040","0","0","0","140","13320","14000"
"BLD-100437","2024-01-01","2810","1130","0","0","0","5410","740","19550","21300"
"BLD-100437","2025-01-01","2320","910","0","0","0","0","140","14390","16180"
"BLD-100438","2023-01-01","840","1030","0","0","0","2950","0","7900","8810"
"BLD-100438","2024-01-01","960","700","0","0","0","510","0","5570","6200"
"BLD-100438","2025-01-01","730","1180","350","0","0","0","0","5860","6700"
"BLD-100439","2023-01-01","1260","800","0","0","0","2060","0","9630","10400"
"BLD-100439","2024-01-01","1060","860","0","0","0","1640","0","8810","9320"
"BLD-100439","2025-01-01","1100","700","20","0","0","1980","0","8980","10220"
"BLD-100440","2023-01-01","880","930","1100","0","0","140","0","6160","6470"
"BLD-100440","2024-01-01","810","910","0","20","0","2550","0","8060","8850"
"BLD-100441","2023-01-01","4760","810","730","0","650","0","0","27310","29080"
"BLD-100441","2024-01-01","4930","660","0","0","1600","0","0","26590","28310"
"BLD-100441","2025-01-01","5710","710","1030","290","530","0","0","28060","31910"
"BLD-100442","2023-01-01","640","630","870","0","0","680","0","5930","6790"
"BLD-100442","2024-01-01","720","600","0","270","0","0","0","4500","5090"
"BLD-100442","2025-01-01","840","890","0","0","0","710","0","5910","6360"
"BLD-100443","2023-01-01","3360","600","0","0","780","0","0","18640","19680"
"BLD-100443","2024-01-01","4350","1000","0","0","1160","0","60","22590","23860"
"BLD-100443","2025-01-01","4190","800","1170","0","1250","5460","320","28370","30640"
"BLD-100444","2023-01-01","4690","790","0","160","80","0","0","25800","29130"
"BLD-100444","2024-01-01","6530","1010","1330","0","1060","0","0","38120","43220"
"BLD-100444","2025-01-01","6340","780","0","0","820","0","0","36190","38810"
"BLD-100445","2023-01-01","5030","810","200","0","910","19020","0","45300","50610"
"BLD-100445","2024-01-01","6190","720","1340","0","1050","6390","0","36640","41240"
"BLD-100445","2025-01-01","4480","1000","0","0","1270","0","0","28470","30590"
"BLD-100446","2023-01-01","790","1120","0","0","0","2170","110","7280","7660"
"BLD-100447","2023-01-01","2250","1030","0","0","0","7300","0","18070","19730"
"BLD-100447","2024-01-01","1870","950","0","0","0","3120","0","14360","16350"
"BLD-100447","2025-01-01","2080","600","1400","0","0","0","0","12200","13190"
"BLD-100448","2023-01-01","1060","610","0","0","0","0","0","5220","5770"
"BLD-100448","2024-01-01","1010","760","0","0","0","0","0","5350","5870"
"BLD-100448","2025-01-01","1020","1000","0","0","0","740","0","6600","7380"
"BLD-100449","2023-01-01","770","860","0","0","0","50","0","4450","4720"
"BLD-100450","2023-01-01","890","940","780","270","0","0","0","6090","6410"
"BLD-100450","2024-01-01","880","980","0","80","0","0","0","5750","6570"
"BLD-100450","2025-01-01","1000","860","590","0","0","0","0","6220","7110"
"BLD-100451","2023-01-01","920","730","1170","0","0","0","0","6390","6880"
"BLD-100451","2024-01-01","850","910","1450","0","0","70","0","7250","8140"
"BLD-100451","2025-01-01","930","760","0","0","0","3010","0","8540","9330"
"BLD-100452","2023-01-01","1670","770","0","0","0","0","0","8790","9430"
"BLD-100452","2024-01-01","1740","780","0","0","0","0","0","9690","10700"
"BLD-100452","2025-01-01","1280","630","710","0","0","0","0","8750","9360"
"BLD-100453","2023-01-01","1100","700","0","0","0","0","0","6140","6850"
"BLD-100453","2024-01-01","950","1120","0","190","0","990","0","7450","8250"
"BLD-100453","2025-01-01","1260","640","0","0","0","4700","0","11840","13590"
"BLD-100454","2023-01-01","810","760","0","30","0","0","0","4670","5200"
"BLD-100454","2024-01-01","990","860","0","0","0","2340","0","7550","8430"
"BLD-100455","2023-01-01","3180","700","0","0","1170","0","0","20530","21730"
"BLD-100455","2024-01-01","3380","1070","610","0","230","8660","0","27210","30190"
"BLD-100455","2025-01-01","4960","610","0","0","780","0","0","24380","27190"
"BLD-100456","2023-01-01","1840","640","1080","140","0","0","0","10520","11860"
"BLD-100456","2024-01-01","2340","880","1160","0","0","0","0","12370","13710"
"BLD-100456","2025-01-01","2030","1150","1390","310","0","0","0","12890","14040"
"BLD-100457","2023-01-01","880","800","0","0","0","1940","0","6710","7330"
"BLD-100457","2024-01-01","770","1160","0","0","0","1330","0","6590","7460"
"BLD-100457","2025-01-01","940","760","1160","0","0","1830","0","8590","9390"
"BLD-100458","2023-01-01","3570","680","0","320","0","0","0","16580","18120"
"BLD-100458","2024-01-01","2870","880","1350","0","0","0","0","17990","20460"
"BLD-100458","2025-01-01","2830","820","0","0","0","0","0","17030","18230"
"BLD-100459","2023-01-01","610","950","0","0","0","0","0","4400","5040"
"BLD-100460","2023-01-01","1950","1140","0","0","0","0","0","11090","11910"
"BLD-100461","2023-01-01","910","700","1480","0","0","0","0","6590","6970"
"BLD-100461","2024-01-01","1140","790","0","0","0","0","0","6400","7350"
"BLD-100462","2023-01-01","780","1090","350","0","0","2560","0","7910","8420"
"BLD-100462","2024-01-01","820","1060","0","0","0","2140","0","7070","8130"
"BLD-100462","2025-01-01","900","780","270","80","0","0","0","5480","5910"
"BLD-100463","2023-01-01","2530","890","0","170","0","8160","0","21570","24400"
"BLD-100463","2024-01-01","2660","1100","0","0","0","0","0","14290","16250"
"BLD-100463","2025-01-01","2190","1070","700","0","0","0","0","13820","15680"
"BLD-100464","2023-01-01","3310","1000","840","0","850","0","0","21450","23980"
"BLD-100464","2024-01-01","4090","710","0","0","830","0","0","22010","23150"
"BLD-100464","2025-01-01","3580","620","1480","0","1130","0","0","22530","25410"
"BLD-100465","2023-01-01","850","1030","0","0","0","1510","0","7560","8230"
"BLD-100465","2024-01-01","1230","1070","1230","0","0","2080","0","9800","11110"
"BLD-100465","2025-01-01","940","760","0","260","0","3400","0","9410","10340"
"BLD-100466","2023-01-01","920","1010","1230","0","0","1040","0","8390","9170"
"BLD-100466","2024-01-01","880","780","0","0","0","1450","0","7420","8450"
"BLD-100466","2025-01-01","1050","880","0","0","0","4180","0","10340","11760"
"BLD-100467","2023-01-01","1100","710","0","0","0","5270","0","12520","13330"
"BLD-100468","2023-01-01","790","1160","0","100","0","0","50","5540","6120"
"BLD-100468","2024-01-01","820","740","0","0","0","0","240","5390","6040"
"BLD-100469","2023-01-01","1120","1040","530","0","0","750","0","7520","8220"
"BLD-100469","2024-01-01","1200","920","0","0","0","0","0","6580","6940"
"BLD-100470","2023-01-01","680","650","1070","290","0","0","0","5610","6250"
"BLD-100470","2024-01-01","670","1140","0","320","0","1370","0","6530","7130"
"BLD-100470","2025-01-01","990","760","0","0","0","0","0","5180","5690"
"BLD-100471","2023-01-01","1000","720","0","0","0","220","0","6300","7050"
"BLD-100472","2023-01-01","800","1090","1490","0","0","1860","0","8980","9730"
"BLD-100472","2024-01-01","1060","1060","0","0","0","1940","0","7780","8830"
"BLD-100472","2025-01-01","810","750","0","0","0","0","0","5080","5820"
"BLD-100473","2023-01-01","1780","660","470","0","0","2160","0","13860","14640"
"BLD-100474","2023-01-01","2200","1160","0","0","0","0","0","11180","12470"
"BLD-100474","2024-01-01","2130","970","0","210","0","0","0","12070","13540"
"BLD-100474","2025-01-01","1710","930","0","0","0","2020","0","12500","14110"
"BLD-100475","2023-01-01","1890","670","0","0","0","7270","0","17740","19800"
"BLD-100476","2023-01-01","910","1160","0","0","0","0","0","5770","6330"
"BLD-100476","2024-01-01","980","820","0","0","0","0","0","5120","5860"
"BLD-100476","2025-01-01","1120","730","1440","0","0","490","0","7520","8280"
"BLD-100477","2023-01-01","800","930","0","0","0","2020","0","7070","7620"
"BLD-100477","2024-01-01","790","950","410","60","0","0","0","5330","5710"
"BLD-100477","2025-01-01","710","1140","0","0","0","0","0","4980","5320"
"BLD-100478","2023-01-01","770","1060","0","0","0","0","30","5120","5830"
"BLD-100478","2024-01-01","740","1080","0","0","0","0","450","5780","6560"
"BLD-100478","2025-01-01","1010","940","0","0","0","2330","340","8010","9160"
"BLD-100479","2023-01-01","750","1030","1240","0","0","0","0","6360","6920"
"BLD-100479","2024-01-01","770","1120","0","0","0","1690","0","6640","7530"
"BLD-100479","2025-01-01","990","770","0","0","0","0","0","5360","5870"
"BLD-100480","2023-01-01","2970","820","0","0","440","0","0","18170","19470"
"BLD-100480","2024-01-01","2970","850","0","0","400","4930","0","23440","26720"
"BLD-100480","2025-01-01","3670","1180","1310","0","1470","1270","0","24280","26760"
"BLD-100481","2023-01-01","2290","1010","1060","0","0","0","0","12990","14590"
"BLD-100481","2024-01-01","2580","930","1020","0","0","8140","0","22640","23890"
"BLD-100481","2025-01-01","2500","1120","1000","0","0","0","0","14910","15910"
"BLD-100482","2023-01-01","4820","820","0","0","210","12940","0","38640","42500"
"BLD-100482","2024-01-01","4220","1000","0","0","1170","16500","0","40180","43460"
"BLD-100482","2025-01-01","3930","1070","420","390","1470","0","0","26140","29700"
"BLD-100483","2023-01-01","1790","800","1080","60","0","0","0","11960","12710"
"BLD-100483","2024-01-01","1870","680","350","0","0","250","0","10090","11510"
"BLD-100483","2025-01-01","1980","710","0","0","0","0","0","11440","12960"
"BLD-100484","2023-01-01","1520","1040","0","280","0","0","770","8880","9840"
"BLD-100484","2024-01-01","1460","1150","0","0","0","3340","690","12040","12720"
"BLD-100484","2025-01-01","1410","730","0","0","0","3730","470","11980","13350"
"BLD-100485","2023-01-01","1150","700","1100","270","0","630","130","9270","10200"
"BLD-100485","2024-01-01","1200","970","0","0","0","880","70","8740","9950"
"BLD-100485","2025-01-01","1520","820","0","190","0","1360","230","9610","10780"
"BLD-100486","2023-01-01","650","1200","1240","0","0","0","0","6240","6830"
"BLD-100486","2024-01-01","720","1080","750","0","0","0","0","5920","6490"
"BLD-100487","2023-01-01","950","920","0","0","0","840","0","6920","7590"
"BLD-100487","2024-01-01","980","890","840","0","0","1200","0","8090","8540"
"BLD-100487","2025-01-01","1210","630","480","0","0","0","0","6820","7300"
"BLD-100488","2023-01-01","2720","680","0","0","120","0","400","16680","17640"
"BLD-100488","2024-01-01","4870","1160","0","0","1370","2690","440","26970","29640"
"BLD-100488","2025-01-01","5010","1040","0","0","1720","0","680","25870","29170"
"BLD-100489","2023-01-01","1510","610","610","0","0","0","0","7990","8530"
"BLD-100489","2024-01-01","1150","610","0","0","0","1640","0","8300","9140"
"BLD-100489","2025-01-01","1400","1020","1240","0","0","0","0","9620","11020"
"BLD-100490","2023-01-01","2970","620","720","0","310","0","0","18730","20010"
"BLD-100490","2024-01-01","3850","910","0","170","1380","5970","0","26550","27980"
"BLD-100490","2025-01-01","3070","910","0","0","150","0","0","18360","20120"
"BLD-100491","2023-01-01","860","1150","1200","0","0","0","0","6490","6930"
"BLD-100491","2024-01-01","920","640","1350","0","0","0","0","6010","6480"
"BLD-100492","2023-01-01","2930","920","380","280","0","3480","0","19900","21570"
"BLD-100492","2024-01-01","2900","1120","0","0","0","0","0","15950","16980"
"BLD-100492","2025-01-01","3660","700","920","0","0","0","0","19510","21210"
"BLD-100493","2023-01-01","960","650","0","0","0","0","0","6080","6840"
"BLD-100494","2023-01-01","7100","1170","0","260","300","17480","0","51540","58420"
"BLD-100494","2024-01-01","6300","680","1080","0","1120","7350","0","38340","41170"
"BLD-100494","2025-01-01","6480","760","80","0","70","0","0","35310","37980"
"BLD-100495","2023-01-01","1830","1180","0","300","0","1440","0","11210","11830"
"BLD-100495","2024-01-01","1740","850","0","0","0","0","0","9560","10740"
"BLD-100495","2025-01-01","1860","1050","0","0","0","540","0","10040","10600"
"BLD-100496","2023-01-01","2890","1080","0","0","0","0","0","14080","14960"
"BLD-100496","2024-01-01","3150","1170","0","0","0","0","0","16840","17860"
"BLD-100496","2025-01-01","2330","1020","0","400","0","4230","0","18720","20630"
"BLD-100497","2023-01-01","890","1130","730","340","0","930","0","7430","8540"
"BLD-100498","2023-01-01","890","810","0","0","0","2230","0","7850","8560"
"BLD-100498","2024-01-01","740","1140","0","290","0","0","0","5860","6510"
"BLD-100498","2025-01-01","860","1040","360","0","0","3290","0","9710","10980"
"BLD-100499","2023-01-01","6240","1110","0","0","1520","7110","0","41700","46510"
"BLD-100499","2024-01-01","5700","670","0","0","450","0","0","28950","32480"
"BLD-100499","2025-01-01","6790","860","230","0","1220","0","0","35810","39180"
"BLD-100500","2023-01-01","4430","790","0","0","100","3240","0","23360","26080"
"BLD-100500","2024-01-01","4230","800","0","0","1490","0","0","21830","23400"
"BLD-100500","2025-01-01","3370","740","0","0","580","5290","0","23870","26200"
"BLD-100501","2023-01-01","2250","680","1490","40","0","0","0","12350","13450"
"BLD-100501","2024-01-01","1460","910","1170","0","0","2360","0","12900","13730"
"BLD-100501","2025-01-01","2140","810","0","0","0","0","0","10620","11470"
"BLD-100502","2023-01-01","1340","1000","0","0","0","820","0","8930","9810"
"BLD-100502","2024-01-01","1770","1150","0","0","0","2650","0","12110","13450"
"BLD-100502","2025-01-01","1750","810","1250","0","0","3810","0","14390","15920"
"BLD-100503","2023-01-01","1640","990","1490","0","0","2110","310","13550","15200"
"BLD-100504","2023-01-01","7070","870","0","0","1560","19000","0","52960","55640"
"BLD-100504","2024-01-01","6580","900","0","0","1010","0","0","30840","35350"
"BLD-100504","2025-01-01","6280","760","0","0","580","0","0","36200","38730"
"BLD-100505","2023-01-01","3850","1040","0","0","1100","10570","0","30090","32220"
"BLD-100505","2024-01-01","3630","910","690","0","920","1420","0","22510","24430"
"BLD-100505","2025-01-01","4050","1030","0","0","170","10380","0","33150","35830"
"BLD-100506","2023-01-01","2500","1020","0","340","0","9820","0","23860","25330"
"BLD-100506","2024-01-01","3710","1090","0","0","0","0","0","17960","19620"
"BLD-100506","2025-01-01","3350","1140","230","0","0","0","0","18620","21150"
"BLD-100507","2023-01-01","800","1000","0","0","0","940","0","5860","6490"
"BLD-100507","2024-01-01","720","690","0","240","0","0","0","5140","5400"
"BLD-100507","2025-01-01","870","800","0","0","0","10","0","5140","5570"
"BLD-100508","2023-01-01","2270","920","0","0","0","0","0","14270","15000"
"BLD-100508","2024-01-01","3420","710","0","0","0","0","0","16460","17570"
"BLD-100508","2025-01-01","3290","800","430","0","0","9280","0","27010","30360"
"BLD-100509","2023-01-01","1680","910","1260","0","0","6010","0","16300","18740"
"BLD-100509","2024-01-01","1720","740","680","0","0","5090","0","14720","16420"
"BLD-100509","2025-01-01","1720","710","130","80","0","0","0","9610","10510"
"BLD-100510","2023-01-01","1070","1150","0","370","0","0","0","6830","7610"
"BLD-100510","2024-01-01","1160","1060","0","20","0","1180","0","8110","8810"
"BLD-100510","2025-01-01","1210","730","0","0","0","4950","0","12090","13900"
"BLD-100511","2023-01-01","4740","950","0","0","340","780","0","26860","29840"
"BLD-100511","2024-01-01","4990","830","0","20","1230","0","0","26940","30530"
"BLD-100511","2025-01-01","4860","840","0","320","20","3220","0","30250","33570"
"BLD-100512","2023-01-01","2140","810","570","0","0","4190","0","17620","19310"
"BLD-100512","2024-01-01","2460","970","0","0","0","0","0","12510","14250"
"BLD-100512","2025-01-01","2540","1190","0","0","0","0","0","14910","17120"
"BLD-100513","2023-01-01","2460","1040","0","140","0","6810","0","19560","21940"
"BLD-100513","2024-01-01","2730","680","0","0","0","0","0","13930","15870"
"BLD-100513","2025-01-01","3050","920","0","0","0","2070","0","17240","19190"
"BLD-100514","2023-01-01","790","860","0","0","0","3120","680","8590","9590"
"BLD-100514","2024-01-01","1020","720","0","300","0","940","90","6770","7600"
"BLD-100514","2025-01-01","830","1060","1410","0","0","850","60","7750","8500"
"BLD-100515","2023-01-01","1230","740","0","70","0","530","0","7460","7970"
"BLD-100515","2024-01-01","1740","750","0","0","0","4780","0","13210","13950"
"BLD-100516","2023-01-01","1920","910","0","400","0","1870","0","12440","13360"
"BLD-100516","2024-01-01","2130","1170","1340","160","0","8650","0","22110","25240"
"BLD-100517","2023-01-01","700","870","30","0","0","0","0","4690","5350"
"BLD-100517","2024-01-01","790","720","0","0","0","1000","0","5660","6430"
"BLD-100517","2025-01-01","900","950","1210","0","0","400","0","6780","7590"
"BLD-100518","2023-01-01","1160","1020","0","40","0","4210","0","10990","12150"
"BLD-100518","2024-01-01","1090","910","1110","0","0","0","0","7680","8310"
"BLD-100518","2025-01-01","1400","650","0","0","0","1720","0","8480","8940"
"BLD-100519","2023-01-01","840","1190","590","0","0","0","0","6060","6560"
"BLD-100519","2024-01-01","1030","980","110","0","0","890","0","6730","7260"
"BLD-100519","2025-01-01","860","830","1300","0","0","1530","0","8130","8880"
"BLD-100520","2023-01-01","2030","1020","460","180","0","5650","0","17030","18170"
"BLD-100520","2024-01-01","1920","1030","510","0","0","0","0","11500","12300"
"BLD-100520","2025-01-01","2620","780","0","350","0","1640","0","14680","15890"
"BLD-100521","2023-01-01","810","890","0","0","0","0","0","4930","5370"
"BLD-100522","2023-01-01","850","830","610","0","0","2150","30","8430","9610"
