"employee_id","grade","position","base_salary","currency","salary_effective_date"
"BLD-100357","G8","Senior Officer - Marketing","10720","QAR","2025-01-01"
"BLD-100358","G9","Team Lead - Finance","12770","QAR","2023-01-01"
"BLD-100358","G9","Team Lead - Finance","13280","QAR","2024-01-01"
"BLD-100358","G9","Team Lead - Finance","11160","QAR","2025-01-01"
"BLD-100359","G5","Associate - IT & Digital","4830","QAR","2023-01-01"
"BLD-100359","G5","Associate - IT & Digital","5670","QAR","2024-01-01"
"BLD-100359","G5","Associate - IT & Digital","5840","QAR","2025-01-01"
"BLD-100360","G8","Specialist - Finance","9000","QAR","2023-01-01"
"BLD-100360","G8","Specialist - Finance","10690","QAR","2024-01-01"
"BLD-100361","G4","Assistant - Production","4660","EGP","2023-01-01"
"BLD-100361","G4","Assistant - Production","5190","EGP","2024-01-01"
"BLD-100361","G4","Assistant - Production","4640","EGP","2025-01-01"
"BLD-100362","G8","Specialist - Sales & Distribution","9920","EGP","2023-01-01"
"BLD-100362","G8","Specialist - Sales & Distribution","9490","EGP","2024-01-01"
"BLD-100362","G8","Specialist - Sales & Distribution","8950","EGP","2025-01-01"
"BLD-100363","G6","Team Lead - Production","5640","EGP","2023-01-01"
"BLD-100363","G6","Team Lead - Production","5940","EGP","2024-01-01"
"BLD-100363","G6","Team Lead - Production","6950","EGP","2025-01-01"
"BLD-100364","G3","Associate - Sales & Distribution","3700","EGP","2023-01-01"
"BLD-100364","G3","Associate - Sales & Distribution","4000","EGP","2024-01-01"
"BLD-100365","G3","Technician - People & Culture","3590","EGP","2023-01-01"
"BLD-100365","G3","Technician - People & Culture","4180","EGP","2024-01-01"
"BLD-100366","G2","Coordinator - Production","3100","EGP","2023-01-01"
"BLD-100366","G2","Coordinator - Production","3390","EGP","2024-01-01"
"BLD-100367","G6","Senior Technician - Finance","6080","QAR","2023-01-01"
"BLD-100367","G6","Senior Technician - Finance","5740","QAR","2024-01-01"
"BLD-100368","G2","Officer - People & Culture","3180","QAR","2023-01-01"
"BLD-100368","G2","Officer - People & Culture","3700","QAR","2024-01-01"
"BLD-100369","G5","Assistant - Finance","5510","EGP","2023-01-01"
"BLD-100369","G5","Assistant - Finance","5070","EGP","2024-01-01"
"BLD-100369","G5","Assistant - Finance","5400","EGP","2025-01-01"
"BLD-100370","G8","Senior Officer - Finance","8130","EGP","2023-01-01"
"BLD-100370","G8","Senior Officer - Finance","10810","EGP","2024-01-01"
"BLD-100370","G8","Senior Officer - Finance","9270","EGP","2025-01-01"
"BLD-100371","G3","Operator - Finance","4110","QAR","2023-01-01"
"BLD-100371","G3","Operator - Finance","3760","QAR","2024-01-01"
"BLD-100372","G2","Assistant - Finance","3400","QAR","2023-01-01"
"BLD-100372","G2","Assistant - Finance","3740","QAR","2024-01-01"
"BLD-100373","G5","Operator - Supply Chain & Logistics","4880","EGP","2023-01-01"
"BLD-100373","G5","Operator - Supply Chain & Logistics","5620","EGP","2024-01-01"
"BLD-100373","G5","Operator - Supply Chain & Logistics","5240","EGP","2025-01-01"
"BLD-100374","G2","Officer - Engineering & Maintenance","3490","QAR","2023-01-01"
"BLD-100374","G2","Officer - Engineering & Maintenance","3480","QAR","2024-01-01"
"BLD-100375","G13","Chief Officer - Marketing","27940","QAR","2023-01-01"
"BLD-100375","G13","Chief Officer - Marketing","28630","QAR","2024-01-01"
"BLD-100375","G13","Chief Officer - Marketing","36270","QAR","2025-01-01"
"BLD-100376","G2","Assistant - IT & Digital","3240","QAR","2023-01-01"
"BLD-100376","G2","Assistant - IT & Digital","3460","QAR","2024-01-01"
"BLD-100377","G5","Technician - Sales & Distribution","4920","QAR","2023-01-01"
"BLD-100377","G5","Technician - Sales & Distribution","4870","QAR","2024-01-01"
"BLD-100377","G5","Technician - Sales & Distribution","5220","QAR","2025-01-01"
"BLD-100378","G3","Associate - Supply Chain & Logistics","3710","EGP","2023-01-01"
"BLD-100378","G3","Associate - Supply Chain & Logistics","4030","EGP","2024-01-01"
"BLD-100378","G3","Associate - Supply Chain & Logistics","3940","EGP","2025-01-01"
"BLD-100379","G3","Assistant - Marketing","4030","QAR","2023-01-01"
"BLD-100380","G8","Senior Technician - Marketing","9310","QAR","2023-01-01"
"BLD-100380","G8","Senior Technician - Marketing","8540","QAR","2024-01-01"
"BLD-100380","G8","Senior Technician - Marketing","10780","QAR","2025-01-01"
"BLD-100381","G1","Technician - People & Culture","2830","EGP","2023-01-01"
"BLD-100382","G1","Assistant - R&D","3350","QAR","2023-01-01"
"BLD-100382","G1","Assistant - R&D","2960","QAR","2024-01-01"
"BLD-100382","G1","Assistant - R&D","3420","QAR","2025-01-01"
"BLD-100383","G6","Supervisor - People & Culture","6320","EGP","2023-01-01"
"BLD-100383","G6","Supervisor - People & Culture","6450","EGP","2024-01-01"
"BLD-100383","G6","Supervisor - People & Culture","7660","EGP","2025-01-01"
"BLD-100384","G1","Assistant - Quality Assurance & Food Safety","2980","QAR","2023-01-01"
"BLD-100384","G1","Assistant - Quality Assurance & Food Safety","3430","QAR","2024-01-01"
"BLD-100385","G8","Supervisor - People & Culture","8510","QAR","2023-01-01"
"BLD-100385","G8","Supervisor - People & Culture","9950","QAR","2024-01-01"
"BLD-100386","G12","Manager - Finance","26490","QAR","2023-01-01"
"BLD-100386","G12","Manager - Finance","23750","QAR","2024-01-01"
"BLD-100386","G12","Manager - Finance","23110","QAR","2025-01-01"
"BLD-100387","G3","Operator - People & Culture","3480","QAR","2023-01-01"
"BLD-100388","G12","Manager - People & Culture","21330","QAR","2023-01-01"
"BLD-100388","G12","Manager - People & Culture","22520","QAR","2024-01-01"
"BLD-100388","G12","Manager - People & Culture","27200","QAR","2025-01-01"
"BLD-100389","G3","Operator - IT & Digital","3730","QAR","2023-01-01"
"BLD-100390","G4","Associate - Supply Chain & Logistics","4000","QAR","2023-01-01"
"BLD-100390","G4","Associate - Supply Chain & Logistics","4240","QAR","2024-01-01"
"BLD-100390","G4","Associate - Supply Chain & Logistics","4770","QAR","2025-01-01"
"BLD-100391","G7","Specialist - Corporate & Executive Office","7280","QAR","2023-01-01"
"BLD-100391","G7","Specialist - Corporate & Executive Office","8340","QAR","2024-01-01"
"BLD-100391","G7","Specialist - Corporate & Executive Office","8380","QAR","2025-01-01"
"BLD-100392","G4","Technician - Marketing","4350","QAR","2023-01-01"
"BLD-100392","G4","Technician - Marketing","4690","QAR","2024-01-01"
"BLD-100392","G4","Technician - Marketing","4960","QAR","2025-01-01"
"BLD-100393","G2","Assistant - Supply Chain & Logistics","3500","EGP","2023-01-01"
"BLD-100393","G2","Assistant - Supply Chain & Logistics","3780","EGP","2024-01-01"
"BLD-100394","G10","Assistant Manager - Production","13630","QAR","2023-01-01"
"BLD-100394","G10","Assistant Manager - Production","14930","QAR","2024-01-01"
"BLD-100394","G10","Assistant Manager - Production","16760","QAR","2025-01-01"
"BLD-100395","G11","Manager - Sales & Distribution","18850","QAR","2023-01-01"
"BLD-100395","G11","Manager - Sales & Distribution","20960","QAR","2024-01-01"
"BLD-100395","G11","Manager - Sales & Distribution","21790","QAR","2025-01-01"
"BLD-100396","G1","Technician - People & Culture","3080","QAR","2023-01-01"
"BLD-100397","G7","Senior Technician - Procurement","6980","QAR","2023-01-01"
"BLD-100398","G10","Senior Manager - Corporate & Executive Office","15770","QAR","2023-01-01"
"BLD-100398","G10","Senior Manager - Corporate & Executive Office","16750","QAR","2024-01-01"
"BLD-100398","G10","Senior Manager - Corporate & Executive Office","16550","QAR","2025-01-01"
"BLD-100399","G3","Technician - Supply Chain & Logistics","4020","QAR","2023-01-01"
"BLD-100399","G3","Technician - Supply Chain & Logistics","4360","QAR","2024-01-01"
"BLD-100399","G3","Technician - Supply Chain & Logistics","4260","QAR","2025-01-01"
"BLD-100400","G1","Associate - Marketing","2820","QAR","2023-01-01"
"BLD-100400","G1","Associate - Marketing","3150","QAR","2024-01-01"
"BLD-100400","G1","Associate - Marketing","3250","QAR","2025-01-01"
"BLD-100401","G7","Team Lead - R&D","6920","QAR","2023-01-01"
"BLD-100401","G7","Team Lead - R&D","8640","QAR","2024-01-01"
"BLD-100401","G7","Team Lead - R&D","7740","QAR","2025-01-01"
"BLD-100402","G2","Technician - People & Culture","3600","EGP","2023-01-01"
"BLD-100402","G2","Technician - People & Culture","3720","EGP","2024-01-01"
"BLD-100402","G2","Technician - People & Culture","3620","EGP","2025-01-01"
"BLD-100403","G12","Assistant Manager - Supply Chain & Logistics","23680","QAR","2023-01-01"
"BLD-100403","G12","Assistant Manager - Supply Chain & Logistics","27270","QAR","2024-01-01"
"BLD-100403","G12","Assistant Manager - Supply Chain & Logistics","27430","QAR","2025-01-01"
"BLD-100404","G1","Operator - People & Culture","3280","QAR","2023-01-01"
"BLD-100404","G1","Operator - People & Culture","2940","QAR","2024-01-01"
"BLD-100404","G1","Operator - People & Culture","2970","QAR","2025-01-01"
"BLD-100405","G5","Assistant - Finance","5250","QAR","2023-01-01"
"BLD-100406","G10","Manager - Corporate & Executive Office","14320","QAR","2023-01-01"
"BLD-100407","G6","Specialist - Corporate & Executive Office","6660","QAR","2023-01-01"
"BLD-100407","G6","Specialist - Corporate & Executive Office","6380","QAR","2024-01-01"
"BLD-100407","G6","Specialist - Corporate & Executive Office","6620","QAR","2025-01-01"
"BLD-100408","G8","Team Lead - Quality Assurance & Food Safety","9830","QAR","2023-01-01"
"BLD-100408","G8","Team Lead - Quality Assurance & Food Safety","10250","QAR","2024-01-01"
"BLD-100408","G8","Team Lead - Quality Assurance & Food Safety","10290","QAR","2025-01-01"
"BLD-100409","G9","Team Lead - Quality Assurance & Food Safety","12470","QAR","2023-01-01"
"BLD-100409","G9","Team Lead - Quality Assurance & Food Safety","12560","QAR","2024-01-01"
"BLD-100409","G9","Team Lead - Quality Assurance & Food Safety","11470","QAR","2025-01-01"
"BLD-100410","G8","Supervisor - Production","9380","EGP","2023-01-01"
"BLD-100410","G8","Supervisor - Production","9980","EGP","2024-01-01"
"BLD-100411","G4","Coordinator - Supply Chain & Logistics","4420","EGP","2023-01-01"
"BLD-100411","G4","Coordinator - Supply Chain & Logistics","4840","EGP","2024-01-01"
"BLD-100411","G4","Coordinator - Supply Chain & Logistics","4680","EGP","2025-01-01"
"BLD-100412","G1","Technician - Supply Chain & Logistics","2740","EGP","2023-01-01"
"BLD-100412","G1","Technician - Supply Chain & Logistics","3250","EGP","2024-01-01"
"BLD-100413","G13","Head of Department - Engineering & Maintenance","31980","QAR","2023-01-01"
"BLD-100413","G13","Head of Department - Engineering & Maintenance","36010","QAR","2024-01-01"
"BLD-100413","G13","Head of Department - Engineering & Maintenance","36740","QAR","2025-01-01"
"BLD-100414","G1","Technician - Sales & Distribution","2840","EGP","2023-01-01"
"BLD-100415","G1","Operator - Finance","3290","QAR","2023-01-01"
"BLD-100415","G1","Operator - Finance","3230","QAR","2024-01-01"
"BLD-100415","G1","Operator - Finance","3580","QAR","2025-01-01"
"BLD-100416","G8","Specialist - People & Culture","9290","QAR","2023-01-01"
"BLD-100416","G8","Specialist - People & Culture","9840","QAR","2024-01-01"
"BLD-100416","G8","Specialist - People & Culture","8970","QAR","2025-01-01"
"BLD-100417","G3","Coordinator - IT & Digital","3960","QAR","2023-01-01"
"BLD-100418","G7","Senior Officer - Production","6760","EGP","2023-01-01"
"BLD-100418","G7","Senior Officer - Production","7960","EGP","2024-01-01"
"BLD-100418","G7","Senior Officer - Production","7990","EGP","2025-01-01"
"BLD-100419","G6","Team Lead - Engineering & Maintenance","6230","QAR","2023-01-01"
"BLD-100419","G6","Team Lead - Engineering & Maintenance","5660","QAR","2024-01-01"
"BLD-100419","G6","Team Lead - Engineering & Maintenance","6960","QAR","2025-01-01"
"BLD-100420","G9","Senior Technician - Production","10970","QAR","2023-01-01"
"BLD-100420","G9","Senior Technician - Production","13030","QAR","2024-01-01"
"BLD-100420","G9","Senior Technician - Production","13210","QAR","2025-01-01"
"BLD-100421","G12","Senior Manager - Marketing","22490","QAR","2023-01-01"
"BLD-100421","G12","Senior Manager - Marketing","23230","QAR","2024-01-01"
"BLD-100421","G12","Senior Manager - Marketing","22630","QAR","2025-01-01"
"BLD-100422","G5","Operator - Marketing","5430","QAR","2023-01-01"
"BLD-100422","G5","Operator - Marketing","5020","QAR","2024-01-01"
"BLD-100422","G5","Operator - Marketing","5990","QAR","2025-01-01"
"BLD-100423","G5","Technician - Supply Chain & Logistics","5430","EGP","2023-01-01"
"BLD-100423","G5","Technician - Supply Chain & Logistics","5880","EGP","2024-01-01"
"BLD-100423","G5","Technician - Supply Chain & Logistics","5830","EGP","2025-01-01"
"BLD-100424","G1","Officer - IT & Digital","3290","QAR","2023-01-01"
"BLD-100425","G4","Operator - Supply Chain & Logistics","4700","QAR","2023-01-01"
"BLD-100425","G4","Operator - Supply Chain & Logistics","4430","QAR","2024-01-01"
"BLD-100426","G12","Assistant Manager - Procurement","25290","QAR","2023-01-01"
"BLD-100426","G12","Assistant Manager - Procurement","24690","QAR","2024-01-01"
"BLD-100427","G8","Specialist - Procurement","9480","QAR","2023-01-01"
"BLD-100427","G8","Specialist - Procurement","9110","QAR","2024-01-01"
"BLD-100427","G8","Specialist - Procurement","9220","QAR","2025-01-01"
"BLD-100428","G3","Technician - Supply Chain & Logistics","3880","QAR","2023-01-01"
"BLD-100428","G3","Technician - Supply Chain & Logistics","3820","QAR","2024-01-01"
"BLD-100428","G3","Technician - Supply Chain & Logistics","4210","QAR","2025-01-01"
"BLD-100429","G5","Operator - Farm Operations","4890","QAR","2023-01-01"
"BLD-100429","G5","Operator - Farm Operations","5350","QAR","2024-01-01"
"BLD-100429","G5","Operator - Farm Operations","6000","QAR","2025-01-01"
"BLD-100430","G4","Technician - Supply Chain & Logistics","4150","EGP","2023-01-01"
"BLD-100430","G4","Technician - Supply Chain & Logistics","4870","EGP","2024-01-01"
"BLD-100430","G4","Technician - Supply Chain & Logistics","5230","EGP","2025-01-01"
"BLD-100431","G6","Senior Technician - Production","6260","QAR","2023-01-01"
"BLD-100431","G6","Senior Technician - Production","6550","QAR","2024-01-01"
"BLD-100432","G2","Operator - R&D","3510","QAR","2023-01-01"
"BLD-100432","G2","Operator - R&D","3360","QAR","2024-01-01"
"BLD-100432","G2","Operator - R&D","3460","QAR","2025-01-01"
"BLD-100433","G2","Officer - Engineering & Maintenance","3390","QAR","2023-01-01"
"BLD-100434","G3","Assistant - Quality Assurance & Food Safety","4230","QAR","2023-01-01"
"BLD-100434","G3","Assistant - Quality Assurance & Food Safety","4410","QAR","2024-01-01"
"BLD-100434","G3","Assistant - Quality Assurance & Food Safety","3870","QAR","2025-01-01"
"BLD-100435","G1","Coordinator - Sales & Distribution","2930","QAR","2023-01-01"
"BLD-100435","G1","Coordinator - Sales & Distribution","3340","QAR","2024-01-01"
"BLD-100435","G1","Coordinator - Sales & Distribution","3470","QAR","2025-01-01"
"BLD-100436","G1","Operator - People & Culture","2830","QAR","2023-01-01"
"BLD-100436","G1","Operator - People & Culture","3250","QAR","2024-01-01"
"BLD-100436","G1","Operator - People & Culture","3340","QAR","2025-01-01"
"BLD-100437","G8","Senior Technician - Sales & Distribution","9080","EGP","2023-01-01"
"BLD-100437","G8","Senior Technician - Sales & Distribution","9460","EGP","2024-01-01"
"BLD-100437","G8","Senior Technician - Sales & Distribution","11020","EGP","2025-01-01"
"BLD-100438","G1","Officer - People & Culture","3080","EGP","2023-01-01"
"BLD-100438","G1","Officer - People & Culture","3400","EGP","2024-01-01"
"BLD-100438","G1","Officer - People & Culture","3600","EGP","2025-01-01"
"BLD-100439","G5","Associate - Quality Assurance & Food Safety","5510","EGP","2023-01-01"
"BLD-100439","G5","Associate - Quality Assurance & Food Safety","5250","EGP","2024-01-01"
"BLD-100439","G5","Associate - Quality Assurance & Food Safety","5180","EGP","2025-01-01"
"BLD-100440","G2","Assistant - Corporate & Executive Office","3110","QAR","2023-01-01"
"BLD-100440","G2","Assistant - Corporate & Executive Office","3770","QAR","2024-01-01"
"BLD-100441","G11","Manager - Procurement","20360","QAR","2023-01-01"
"BLD-100441","G11","Manager - Procurement","19400","QAR","2024-01-01"
"BLD-100441","G11","Manager - Procurement","19790","QAR","2025-01-01"
"BLD-100442","G1","Officer - IT & Digital","3110","QAR","2023-01-01"
"BLD-100442","G1","Officer - IT & Digital","2910","QAR","2024-01-01"
"BLD-100442","G1","Officer - IT & Digital","3470","QAR","2025-01-01"
"BLD-100443","G10","Senior Manager - Sales & Distribution","13900","QAR","2023-01-01"
"BLD-100443","G10","Senior Manager - Sales & Distribution","16020","QAR","2024-01-01"
"BLD-100443","G10","Senior Manager - Sales & Distribution","15180","QAR","2025-01-01"
"BLD-100444","G12","Assistant Manager - Supply Chain & Logistics","20080","QAR","2023-01-01"
"BLD-100444","G12","Assistant Manager - Supply Chain & Logistics","28190","QAR","2024-01-01"
"BLD-100444","G12","Assistant Manager - Supply Chain & Logistics","28250","QAR","2025-01-01"
"BLD-100445","G11","Manager - Marketing","19330","QAR","2023-01-01"
"BLD-100445","G11","Manager - Marketing","20950","QAR","2024-01-01"
"BLD-100445","G11","Manager - Marketing","21720","QAR","2025-01-01"
"BLD-100446","G1","Operator - Sales & Distribution","3090","EGP","2023-01-01"
"BLD-100447","G7","Supervisor - Quality Assurance & Food Safety","7490","EGP","2023-01-01"
"BLD-100447","G7","Supervisor - Quality Assurance & Food Safety","8420","EGP","2024-01-01"
"BLD-100447","G7","Supervisor - Quality Assurance & Food Safety","8120","EGP","2025-01-01"
"BLD-100448","G2","Technician - Procurement","3550","QAR","2023-01-01"
"BLD-100448","G2","Technician - Procurement","3580","QAR","2024-01-01"
"BLD-100448","G2","Technician - Procurement","3840","QAR","2025-01-01"
"BLD-100449","G1","Coordinator - Procurement","2770","QAR","2023-01-01"
"BLD-100450","G2","Operator - Supply Chain & Logistics","3210","EGP","2023-01-01"
"BLD-100450","G2","Operator - Supply Chain & Logistics","3810","EGP","2024-01-01"
"BLD-100450","G2","Operator - Supply Chain & Logistics","3770","EGP","2025-01-01"
"BLD-100451","G3","Technician - Corporate & Executive Office","3570","QAR","2023-01-01"
"BLD-100451","G3","Technician - Corporate & Executive Office","3970","QAR","2024-01-01"
"BLD-100451","G3","Technician - Corporate & Executive Office","3840","QAR","2025-01-01"
"BLD-100452","G6","Specialist - R&D","6350","QAR","2023-01-01"
"BLD-100452","G6","Specialist - R&D","7170","QAR","2024-01-01"
"BLD-100452","G6","Specialist - R&D","6130","QAR","2025-01-01"
"BLD-100453","G4","Associate - Supply Chain & Logistics","4340","QAR","2023-01-01"
"BLD-100453","G4","Associate - Supply Chain & Logistics","4200","QAR","2024-01-01"
"BLD-100453","G4","Associate - Supply Chain & Logistics","5240","QAR","2025-01-01"
"BLD-100454","G2","Assistant - Farm Operations","3070","QAR","2023-01-01"
"BLD-100454","G2","Assistant - Farm Operations","3360","QAR","2024-01-01"
"BLD-100455","G10","Manager - Farm Operations","15480","QAR","2023-01-01"
"BLD-100455","G10","Manager - Farm Operations","13260","QAR","2024-01-01"
"BLD-100455","G10","Manager - Farm Operations","18030","QAR","2025-01-01"
"BLD-100456","G7","Senior Officer - Farm Operations","6820","QAR","2023-01-01"
"BLD-100456","G7","Senior Officer - Farm Operations","7990","QAR","2024-01-01"
"BLD-100456","G7","Senior Officer - Farm Operations","8010","QAR","2025-01-01"
"BLD-100457","G2","Assistant - Marketing","3090","QAR","2023-01-01"
"BLD-100457","G2","Assistant - Marketing","3330","QAR","2024-01-01"
"BLD-100457","G2","Assistant - Marketing","3900","QAR","2025-01-01"
"BLD-100458","G9","Specialist - Finance","12010","EGP","2023-01-01"
"BLD-100458","G9","Specialist - Finance","12890","EGP","2024-01-01"
"BLD-100458","G9","Specialist - Finance","13380","EGP","2025-01-01"
"BLD-100459","G1","Technician - Finance","2840","QAR","2023-01-01"
"BLD-100460","G7","Senior Officer - Finance","8000","EGP","2023-01-01"
"BLD-100461","G3","Officer - Finance","3500","EGP","2023-01-01"
"BLD-100461","G3","Officer - Finance","4470","EGP","2024-01-01"
"BLD-100462","G1","Associate - Supply Chain & Logistics","3130","EGP","2023-01-01"
"BLD-100462","G1","Associate - Supply Chain & Logistics","3050","EGP","2024-01-01"
"BLD-100462","G1","Associate - Supply Chain & Logistics","3450","EGP","2025-01-01"
"BLD-100463","G8","Supervisor - Quality Assurance & Food Safety","9820","QAR","2023-01-01"
"BLD-100463","G8","Supervisor - Quality Assurance & Food Safety","10530","QAR","2024-01-01"
"BLD-100463","G8","Supervisor - Quality Assurance & Food Safety","9860","QAR","2025-01-01"
"BLD-100464","G10","Senior Manager - Finance","15450","EGP","2023-01-01"
"BLD-100464","G10","Senior Manager - Finance","16380","EGP","2024-01-01"
"BLD-100464","G10","Senior Manager - Finance","15720","EGP","2025-01-01"
"BLD-100465","G3","Technician - People & Culture","4170","QAR","2023-01-01"
"BLD-100465","G3","Technician - People & Culture","4190","QAR","2024-01-01"
"BLD-100465","G3","Technician - People & Culture","4050","QAR","2025-01-01"
"BLD-100466","G3","Coordinator - Production","4190","QAR","2023-01-01"
"BLD-100466","G3","Coordinator - Production","4310","QAR","2024-01-01"
"BLD-100466","G3","Coordinator - Production","4230","QAR","2025-01-01"
"BLD-100467","G5","Associate - People & Culture","5440","QAR","2023-01-01"
"BLD-100468","G2","Coordinator - Sales & Distribution","3440","QAR","2023-01-01"
"BLD-100468","G2","Coordinator - Sales & Distribution","3590","QAR","2024-01-01"
"BLD-100469","G4","Officer - People & Culture","4080","QAR","2023-01-01"
"BLD-100469","G4","Officer - People & Culture","4460","QAR","2024-01-01"
"BLD-100470","G1","Assistant - Quality Assurance & Food Safety","2920","EGP","2023-01-01"
"BLD-100470","G1","Assistant - Quality Assurance & Food Safety","3030","EGP","2024-01-01"
"BLD-100470","G1","Assistant - Quality Assurance & Food Safety","3430","EGP","2025-01-01"
"BLD-100471","G4","Officer - Finance","4360","QAR","2023-01-01"
"BLD-100472","G2","Officer - Production","3740","EGP","2023-01-01"
"BLD-100472","G2","Officer - Production","3720","EGP","2024-01-01"
"BLD-100472","G2","Officer - Production","3520","EGP","2025-01-01"
"BLD-100473","G8","Supervisor - Supply Chain & Logistics","8790","QAR","2023-01-01"
"BLD-100474","G7","Senior Technician - Production","7820","EGP","2023-01-01"
"BLD-100474","G7","Senior Technician - Production","8760","EGP","2024-01-01"
"BLD-100474","G7","Senior Technician - Production","7840","EGP","2025-01-01"
"BLD-100475","G7","Specialist - Production","7910","QAR","2023-01-01"
"BLD-100476","G2","Associate - Quality Assurance & Food Safety","3700","QAR","2023-01-01"
"BLD-100476","G2","Associate - Quality Assurance & Food Safety","3320","QAR","2024-01-01"
"BLD-100476","G2","Associate - Quality Assurance & Food Safety","3740","QAR","2025-01-01"
"BLD-100477","G1","Operator - Engineering & Maintenance","3320","QAR","2023-01-01"
"BLD-100477","G1","Operator - Engineering & Maintenance","3120","QAR","2024-01-01"
"BLD-100477","G1","Operator - Engineering & Maintenance","3130","QAR","2025-01-01"
"BLD-100478","G1","Associate - Sales & Distribution","3260","EGP","2023-01-01"
"BLD-100478","G1","Associate - Sales & Distribution","3510","EGP","2024-01-01"
"BLD-100478","G1","Associate - Sales & Distribution","3390","EGP","2025-01-01"
"BLD-100479","G1","Officer - Farm Operations","3340","QAR","2023-01-01"
"BLD-100479","G1","Officer - Farm Operations","3060","QAR","2024-01-01"
"BLD-100479","G1","Officer - Farm Operations","3600","QAR","2025-01-01"
"BLD-100480","G10","Manager - Finance","13940","EGP","2023-01-01"
"BLD-100480","G10","Manager - Finance","14290","EGP","2024-01-01"
"BLD-100480","G10","Manager - Finance","15380","EGP","2025-01-01"
"BLD-100481","G8","Team Lead - Production","8630","EGP","2023-01-01"
"BLD-100481","G8","Team Lead - Production","9970","EGP","2024-01-01"
"BLD-100481","G8","Team Lead - Production","10290","EGP","2025-01-01"
"BLD-100482","G11","Senior Manager - IT & Digital","19850","QAR","2023-01-01"
"BLD-100482","G11","Senior Manager - IT & Digital","17290","QAR","2024-01-01"
"BLD-100482","G11","Senior Manager - IT & Digital","18860","QAR","2025-01-01"
"BLD-100483","G7","Specialist - Production","8230","QAR","2023-01-01"
"BLD-100483","G7","Specialist - Production","6940","QAR","2024-01-01"
"BLD-100483","G7","Specialist - Production","8750","QAR","2025-01-01"
"BLD-100484","G5","Assistant - Sales & Distribution","5270","EGP","2023-01-01"
"BLD-100484","G5","Assistant - Sales & Distribution","5400","EGP","2024-01-01"
"BLD-100484","G5","Assistant - Sales & Distribution","5640","EGP","2025-01-01"
"BLD-100485","G5","Coordinator - Sales & Distribution","5290","EGP","2023-01-01"
"BLD-100485","G5","Coordinator - Sales & Distribution","5620","EGP","2024-01-01"
"BLD-100485","G5","Coordinator - Sales & Distribution","5490","EGP","2025-01-01"
"BLD-100486","G1","Operator - Procurement","3150","QAR","2023-01-01"
"BLD-100486","G1","Operator - Procurement","3370","QAR","2024-01-01"
"BLD-100487","G4","Coordinator - Corporate & Executive Office","4210","QAR","2023-01-01"
"BLD-100487","G4","Coordinator - Corporate & Executive Office","4180","QAR","2024-01-01"
"BLD-100487","G4","Coordinator - Corporate & Executive Office","4500","QAR","2025-01-01"
"BLD-100488","G10","Assistant Manager - Sales & Distribution","12760","QAR","2023-01-01"
"BLD-100488","G10","Assistant Manager - Sales & Distribution","16440","QAR","2024-01-01"
"BLD-100488","G10","Assistant Manager - Sales & Distribution","17420","QAR","2025-01-01"
"BLD-100489","G5","Assistant - Finance","5260","QAR","2023-01-01"
"BLD-100489","G5","Assistant - Finance","4900","QAR","2024-01-01"
"BLD-100489","G5","Assistant - Finance","5960","QAR","2025-01-01"
"BLD-100490","G10","Manager - R&D","14110","QAR","2023-01-01"
"BLD-100490","G10","Manager - R&D","14270","QAR","2024-01-01"
"BLD-100490","G10","Manager - R&D","14230","QAR","2025-01-01"
"BLD-100491","G1","Officer - Production","3280","QAR","2023-01-01"
"BLD-100491","G1","Officer - Production","3100","QAR","2024-01-01"
"BLD-100492","G9","Senior Technician - Marketing","11910","QAR","2023-01-01"
"BLD-100492","G9","Senior Technician - Marketing","11930","QAR","2024-01-01"
"BLD-100492","G9","Senior Technician - Marketing","14230","QAR","2025-01-01"
"BLD-100493","G4","Coordinator - Production","4470","QAR","2023-01-01"
"BLD-100494","G12","Manager - Engineering & Maintenance","25230","QAR","2023-01-01"
"BLD-100494","G12","Manager - Engineering & Maintenance","21810","QAR","2024-01-01"
"BLD-100494","G12","Manager - Engineering & Maintenance","27920","QAR","2025-01-01"
"BLD-100495","G6","Senior Officer - Quality Assurance & Food Safety","6460","QAR","2023-01-01"
"BLD-100495","G6","Senior Officer - Quality Assurance & Food Safety","6970","QAR","2024-01-01"
"BLD-100495","G6","Senior Officer - Quality Assurance & Food Safety","6590","QAR","2025-01-01"
"BLD-100496","G9","Supervisor - Marketing","10110","QAR","2023-01-01"
"BLD-100496","G9","Supervisor - Marketing","12520","QAR","2024-01-01"
"BLD-100496","G9","Supervisor - Marketing","10740","QAR","2025-01-01"
"BLD-100497","G2","Operator - R&D","3410","QAR","2023-01-01"
"BLD-100498","G3","Technician - People & Culture","3920","EGP","2023-01-01"
"BLD-100498","G3","Technician - People & Culture","3690","EGP","2024-01-01"
"BLD-100498","G3","Technician - People & Culture","4160","EGP","2025-01-01"
"BLD-100499","G12","Senior Manager - R&D","25720","QAR","2023-01-01"
"BLD-100499","G12","Senior Manager - R&D","22130","QAR","2024-01-01"
"BLD-100499","G12","Senior Manager - R&D","26710","QAR","2025-01-01"
"BLD-100500","G10","Senior Manager - Marketing","14800","QAR","2023-01-01"
"BLD-100500","G10","Senior Manager - Marketing","15310","QAR","2024-01-01"
"BLD-100500","G10","Senior Manager - Marketing","13890","QAR","2025-01-01"
"BLD-100501","G7","Senior Officer - Production","7890","EGP","2023-01-01"
