"Period","GLCode","GLName","FSCategory","CostCenter","Amount"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-107","27200.46"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-107","27377.75"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-108","28673.21"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-108","28349.98"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-108","26980.22"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-108","37421.95"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-108","35576.53"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-108","32943.94"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-108","33048.55"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-108","36692.33"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-108","35109.29"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-108","34923.32"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-108","33830.27"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-108","34061.1"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-109","12341.04"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-109","12591.73"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-109","12755.79"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-109","11740.71"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-109","12770.99"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-109","12194.06"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-109","12031.11"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-109","11518.15"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-109","12745.64"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-109","11499.16"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-109","11217.98"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-109","11689.76"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-118","6466.75"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-118","6990.16"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-118","6775.98"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-118","7139.99"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-118","6627.42"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-118","6424.74"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-118","6832.15"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-118","6705.64"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-118","6857.32"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-118","6363.32"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-118","6343.43"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-118","6875.15"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-119","1662.09"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-119","1734.96"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-119","1695.16"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-119","2452.56"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-119","2563.89"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-119","2537.49"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-119","2431.9"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-119","2478.16"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-119","2291.66"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-119","2383.03"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-119","2476.99"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-119","2295.91"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-123","6811.98"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-123","7130.5"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-123","7187.28"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-123","10945.99"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-123","11322.94"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-123","11418.4"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-123","11579.78"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-123","11450.22"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-123","12024.15"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-123","11551.17"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-123","10549.85"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-123","10654.96"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-129","6789.45"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-129","6895.5"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-129","7357.11"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-129","8756.7"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-129","7864.79"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-129","8386.01"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-129","8786.36"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-129","9251.76"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-129","9217.45"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-129","8885.98"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-129","8905.64"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-129","8337.28"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-131","8353.05"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-131","8195.51"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-131","8729.42"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-131","8865.32"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-131","8277.01"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-131","8272.86"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-131","7937.77"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-131","8512.57"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-131","8388.98"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-131","8355.14"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-131","8359.95"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-131","8254.74"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-132","8793.98"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-132","8401.81"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-132","8470.23"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-132","8118.48"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-132","8646.24"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-132","8614.15"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-132","8167.53"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-132","8356.65"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-132","8915.56"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-132","8311.12"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-132","8459.25"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-132","8437.03"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-133","1556.66"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-133","1620.63"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-133","1590.08"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-133","1666.21"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-133","1529.59"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-133","1663.82"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-133","1679.55"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-133","1586.17"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-133","1532.83"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-133","1602.06"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-133","1558.77"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-133","1573.78"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-136","7443"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-136","8248.67"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-136","7875.2"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-136","8716.8"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-136","8650.59"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-136","8249.84"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-136","8881.09"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-136","8217.54"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-136","9119.44"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-136","8772.46"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-136","8888.11"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-136","8430.61"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-138","25743.79"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-138","24536.73"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-138","24681.6"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-138","24788.35"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-138","24975.36"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-138","24085.17"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-138","24891.83"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-138","23405"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-138","22607.89"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-138","22793.96"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-138","21900.81"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-138","24263.94"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-141","1829.34"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-141","1737.62"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-141","1879.6"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-141","2342.39"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-141","2221.09"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-141","2353.15"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-141","2428.62"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-141","2197.1"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-141","2370.39"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-141","2337.57"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-141","2272.41"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-141","2269.23"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-147","6091.5"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-147","6286.87"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-147","6268.11"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-147","6839.5"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-147","6180.36"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-147","6659.47"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-147","6148.13"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-147","5950.92"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-147","6034.36"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-147","5838.28"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-147","6283.11"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-147","6493.21"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-149","9500.49"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-149","9823.37"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-149","9810.17"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-149","9955.01"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-149","9517.2"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-149","9748.25"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-149","9307.79"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-149","9383.49"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-149","9445.43"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-149","9801.18"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-149","9896.06"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-149","9620.05"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-151","31756.27"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-151","34840.24"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-151","35524.21"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-151","33848.32"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-151","35625.94"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-151","32953.82"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-151","34645.14"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-151","33826.97"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-151","34896.1"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-151","32926.15"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-151","31971.14"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-151","33462.3"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-152","1919.39"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-152","2017.73"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-152","1956.44"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-152","1921.78"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-152","1886.01"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-152","1889.11"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-152","1906.39"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-152","1832.44"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-152","2049.05"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-152","1811.15"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-152","2000.53"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-152","1833.86"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-160","11113.58"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-160","12276.22"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-160","11337.48"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-160","11063.42"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-160","12102.3"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-160","11738.28"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-160","11861.15"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-160","11405.26"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-160","11899.04"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-160","11549.42"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-160","11618.82"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-160","10558.8"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-162","2874.69"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-162","2754.83"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-162","2865.39"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-162","3133.18"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-162","3176.67"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-162","3215.03"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-162","3125.74"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-162","3027.57"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-162","2939.21"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-162","2931.11"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-162","2913.46"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","COM-162","2845.87"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","DAF-101","12245.33"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","DAF-101","12574.44"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","DAF-101","13247.24"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","DAF-101","25711.87"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","DAF-101","24395.45"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","DAF-101","23474.78"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","DAF-101","23885.87"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","DAF-101","25431.64"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","DAF-101","24336.41"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","DAF-101","24571.28"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","DAF-101","22904.41"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","DAF-101","24445.12"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-100","3287.38"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-100","3455.78"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-100","3340.64"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-100","3337.14"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-100","3231.63"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-100","3399.21"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-100","3539.6"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-100","3528.38"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-100","3376.1"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-100","3213.99"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-100","3468.46"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-100","3223.6"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-101","18897.05"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-101","18542.1"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-101","19491.53"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-101","20021.22"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-101","18634.3"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-101","19263.76"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-101","18301.61"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-101","19303.46"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-101","17893.31"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-101","19171.79"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-101","18676.14"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-101","18309.47"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-120","5569.51"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-120","5466.26"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-120","5771.95"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-120","7407.34"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-120","6985.71"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-120","6800.32"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-120","7213.66"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-120","7215.1"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-120","7149.46"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-120","7253.06"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-120","6696.16"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-120","7089.92"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-130","1634.05"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-130","1622.9"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-130","1638.25"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-130","1693.19"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-130","1573.66"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-130","1693.11"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-130","1706.09"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-130","1677.14"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-130","1583.81"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-130","1600.75"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-130","1718.16"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-130","1688.15"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-140","12996.19"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-140","14083.96"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-140","13304.5"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-140","16247.77"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-140","16609.04"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-140","16155.48"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-140","18419.97"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-140","16966.92"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-140","17545.34"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-140","16188.37"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-140","17558.62"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-140","16171.28"
"2026-01-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-150","1491.01"
"2026-02-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-150","1623.97"
"2026-03-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-150","1619.87"
"2026-04-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-150","1620.31"
"2026-05-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-150","1480.67"
"2026-06-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-150","1610.87"
"2026-07-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-150","1503.03"
"2026-08-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-150","1530.25"
"2026-09-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-150","1580"
"2026-10-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-150","1472.06"
"2026-11-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-150","1491.92"
"2026-12-01","60000050","Staff Transportation Allowance Exp.","Employee Cost","GENF-150","1426.09"
