"Period","GLCode","GLName","FSCategory","CostCenter","Amount"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COF-101","19243.15"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COF-102","524.61"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COF-104","5437.04"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COF-105","4834.97"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COF-107","6132.73"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COF-109","1099.5"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COP-101","815.46"
"2025-04-01","60000100","Residence Renewals","Employee Cost","DAF-101","38988.65"
"2025-04-01","60000100","Residence Renewals","Employee Cost","PLF-101","4983.09"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-102","1738.89"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-118","1499.94"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-119","9281.43"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-138","489.08"
"2025-04-01","60000100","Residence Renewals","Employee Cost","GENF-100","420.37"
"2025-04-01","60000100","Residence Renewals","Employee Cost","GENF-101","975.11"
"2025-04-01","60000100","Residence Renewals","Employee Cost","GENF-120","3239.73"
"2025-04-01","60000100","Residence Renewals","Employee Cost","GENF-130","3230.48"
"2025-04-01","60000100","Residence Renewals","Employee Cost","GENF-140","7177.98"
"2025-04-01","60000100","Residence Renewals","Employee Cost","GENF-170","11808.95"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-101","1255.54"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-105","1677.07"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-106","918.86"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-107","1270.18"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-108","2272.75"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-109","292.61"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-131","214.74"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-136","451.85"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-155","81.82"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-103","231.36"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-123","1362.79"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-128","630.97"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-129","14982.57"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-141","144.4"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-146","467.2"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-149","1318"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-150","2053.09"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-151","14349.03"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-152","1023.51"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-153","13419.96"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-154","21564.11"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-104","1412.68"
"2025-04-01","60000100","Residence Renewals","Employee Cost","TRA-501","594.29"
"2025-04-01","60000100","Residence Renewals","Employee Cost","GENF-150","2782.3"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-132","274.78"
"2025-04-01","60000100","Residence Renewals","Employee Cost","EVP-101","2249.54"
"2025-04-01","60000100","Residence Renewals","Employee Cost","COM-147","334.52"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COF-100","3953.17"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COF-101","5069.19"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COF-102","993.2"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COF-104","1961.16"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COF-105","693.81"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COF-107","1483.75"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COF-109","182.23"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COP-101","357.87"
"2025-04-01","60000130","Medical Insurance","Employee Cost","DAF-101","8770.35"
"2025-04-01","60000130","Medical Insurance","Employee Cost","PLF-101","1353.68"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-102","5333.72"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-118","2858.2"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-119","1678.99"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-138","4231.49"
"2025-04-01","60000130","Medical Insurance","Employee Cost","GENF-100","1003.2"
"2025-04-01","60000130","Medical Insurance","Employee Cost","GENF-101","3567.42"
"2025-04-01","60000130","Medical Insurance","Employee Cost","GENF-120","1696.24"
"2025-04-01","60000130","Medical Insurance","Employee Cost","GENF-130","415.55"
"2025-04-01","60000130","Medical Insurance","Employee Cost","GENF-140","2957.37"
"2025-04-01","60000130","Medical Insurance","Employee Cost","GENF-170","2501.44"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-101","3613.98"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-105","160599.32"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-106","1158.68"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-107","5940.4"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-108","11859.5"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-109","3428.03"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-131","1996.63"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-136","2494.49"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-155","1738.23"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-103","3294.45"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-123","1299.8"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-128","671.1"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-129","4753.24"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-141","904.08"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-146","104.54"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-149","3426.33"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-150","827.51"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-151","1889.74"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-152","137.63"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-153","1487.75"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-154","2289.26"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-104","1399.06"
"2025-04-01","60000130","Medical Insurance","Employee Cost","TRA-501","89.89"
"2025-04-01","60000130","Medical Insurance","Employee Cost","GENF-150","398.17"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-132","4555.1"
"2025-04-01","60000130","Medical Insurance","Employee Cost","EVP-101","495.35"
"2025-04-01","60000130","Medical Insurance","Employee Cost","COM-147","857.88"
"2025-04-01","60000140","Other Allowances","Employee Cost","COF-100","7613.72"
"2025-04-01","60000140","Other Allowances","Employee Cost","COF-101","45485.22"
"2025-04-01","60000140","Other Allowances","Employee Cost","COF-102","8730.35"
"2025-04-01","60000140","Other Allowances","Employee Cost","COF-104","24184.07"
"2025-04-01","60000140","Other Allowances","Employee Cost","COF-105","3228.15"
"2025-04-01","60000140","Other Allowances","Employee Cost","COF-107","8584.47"
"2025-04-01","60000140","Other Allowances","Employee Cost","COP-101","1980.76"
"2025-04-01","60000140","Other Allowances","Employee Cost","DAF-101","41226.51"
"2025-04-01","60000140","Other Allowances","Employee Cost","PLF-101","8119.27"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-102","3134.86"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-118","15562.3"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-119","19190.07"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-138","6977.64"
"2025-04-01","60000140","Other Allowances","Employee Cost","GENF-100","2721.44"
"2025-04-01","60000140","Other Allowances","Employee Cost","GENF-120","35658.12"
"2025-04-01","60000140","Other Allowances","Employee Cost","GENF-130","3452.47"
"2025-04-01","60000140","Other Allowances","Employee Cost","GENF-140","17735.87"
"2025-04-01","60000140","Other Allowances","Employee Cost","GENF-170","3706.3"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-101","3682.42"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-105","8869.35"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-106","1151.41"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-107","4363.43"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-108","14243.89"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-103","13885.83"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-123","14475.37"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-128","6712.51"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-129","87128.77"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-146","3321.16"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-149","8810.66"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-150","10527.74"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-153","66617.28"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-154","107106.56"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-104","727.55"
"2025-04-01","60000140","Other Allowances","Employee Cost","GENF-150","6412.86"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-132","16738.43"
"2025-04-01","60000140","Other Allowances","Employee Cost","EVP-101","2397.17"
"2025-04-01","60000140","Other Allowances","Employee Cost","COM-147","1006.86"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","COF-101","22221.02"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","COF-102","237.19"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","COF-104","9973.82"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","COF-105","4053.03"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","COF-107","5343.57"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","COF-109","1190.86"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","COP-101","693.54"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","DAF-101","31637.04"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","PLF-101","4346.3"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","COM-118","262.47"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","COM-119","9372.37"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","GENF-120","1587.5"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","GENF-130","3104.15"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","GENF-140","8798.68"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","GENF-170","10442.17"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","COM-109","164.6"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","COM-128","55.81"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","COM-129","4428.97"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","COM-150","766.15"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","COM-153","3884.98"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","COM-154","6666.43"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","TRA-501","672.02"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","GENF-150","1863.79"
"2025-04-01","60000160","Labor End of Service Expense","Employee Cost","EVP-101","1728.29"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COF-100","5476.45"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COF-101","8378.32"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COF-102","2454.46"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COF-104","3568.94"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COF-105","1007.98"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COF-107","1190.31"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COF-109","350.25"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COP-101","558.68"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","DAF-101","18820.36"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","PLF-101","3055.56"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-102","10328.95"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-118","18064.1"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-119","13281.19"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-138","5219.79"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","GENF-100","1927.26"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","GENF-101","7537.79"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","GENF-120","13122.07"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","GENF-130","5413.09"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","GENF-140","4949.49"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","GENF-170","22648.72"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-101","12735.29"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-105","16532.03"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-106","10439.32"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-107","10014.57"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-108","26397.71"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-109","7854.33"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-131","1785.55"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-136","2664.89"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-155","3479.02"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-103","8332.76"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-123","4672.11"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-128","1519.78"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-129","13281.68"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-141","880.81"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-146","1205.72"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-149","5773.26"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-150","4902.84"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-151","13997.58"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-152","1090.2"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-153","6504.7"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-154","11453.33"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-104","10593.34"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","GENF-150","634.65"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-132","4803.12"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","EVP-101","1056.59"
"2025-04-01","60000170","Staff End of Service Expense","Employee Cost","COM-147","4920.19"
"2025-04-01","60000190","Labor Wages","Employee Cost","COF-101","243700.79"
"2025-04-01","60000190","Labor Wages","Employee Cost","COF-102","3913.85"
"2025-04-01","60000190","Labor Wages","Employee Cost","COF-104","79177.79"
"2025-04-01","60000190","Labor Wages","Employee Cost","COF-105","56581.75"
"2025-04-01","60000190","Labor Wages","Employee Cost","COF-107","106133.82"
"2025-04-01","60000190","Labor Wages","Employee Cost","COF-109","18151.96"
"2025-04-01","60000190","Labor Wages","Employee Cost","COP-101","9071.79"
"2025-04-01","60000190","Labor Wages","Employee Cost","DAF-101","484522.85"
"2025-04-01","60000190","Labor Wages","Employee Cost","PLF-101","67374.51"
"2025-04-01","60000190","Labor Wages","Employee Cost","COM-118","5126.2"
"2025-04-01","60000190","Labor Wages","Employee Cost","COM-119","89853.62"
"2025-04-01","60000190","Labor Wages","Employee Cost","GENF-120","26754.76"
"2025-04-01","60000190","Labor Wages","Employee Cost","GENF-130","40729.71"
"2025-04-01","60000190","Labor Wages","Employee Cost","GENF-140","127880.62"
"2025-04-01","60000190","Labor Wages","Employee Cost","GENF-170","168006.16"
"2025-04-01","60000190","Labor Wages","Employee Cost","COM-109","2761.86"
"2025-04-01","60000190","Labor Wages","Employee Cost","COM-128","989.7"
"2025-04-01","60000190","Labor Wages","Employee Cost","COM-129","74624.56"
"2025-04-01","60000190","Labor Wages","Employee Cost","COM-150","8618.93"
"2025-04-01","60000190","Labor Wages","Employee Cost","COM-153","55583.97"
"2025-04-01","60000190","Labor Wages","Employee Cost","COM-154","106062.35"
"2025-04-01","60000190","Labor Wages","Employee Cost","TRA-501","12381.9"
"2025-04-01","60000190","Labor Wages","Employee Cost","GENF-150","34903.13"
"2025-04-01","60000190","Labor Wages","Employee Cost","EVP-101","28447.24"
"2025-04-01","60000200","Labor Airticket","Employee Cost","COF-101","10732.42"
"2025-04-01","60000200","Labor Airticket","Employee Cost","COF-102","87.63"
"2025-04-01","60000200","Labor Airticket","Employee Cost","COF-104","3268.15"
"2025-04-01","60000200","Labor Airticket","Employee Cost","COF-105","3212.57"
"2025-04-01","60000200","Labor Airticket","Employee Cost","COF-107","3843.02"
"2025-04-01","60000200","Labor Airticket","Employee Cost","COF-109","724.21"
"2025-04-01","60000200","Labor Airticket","Employee Cost","COP-101","516.66"
"2025-04-01","60000200","Labor Airticket","Employee Cost","DAF-101","22765.84"
"2025-04-01","60000200","Labor Airticket","Employee Cost","PLF-101","3643.41"
"2025-04-01","60000200","Labor Airticket","Employee Cost","COM-118","270.58"
"2025-04-01","60000200","Labor Airticket","Employee Cost","COM-119","3519.99"
"2025-04-01","60000200","Labor Airticket","Employee Cost","GENF-120","1138.84"
"2025-04-01","60000200","Labor Airticket","Employee Cost","GENF-130","1811.11"
"2025-04-01","60000200","Labor Airticket","Employee Cost","GENF-140","5598.24"
"2025-04-01","60000200","Labor Airticket","Employee Cost","GENF-170","8283.86"
"2025-04-01","60000200","Labor Airticket","Employee Cost","COM-109","73.95"
"2025-04-01","60000200","Labor Airticket","Employee Cost","COM-128","56.9"
"2025-04-01","60000200","Labor Airticket","Employee Cost","COM-129","3559.99"
"2025-04-01","60000200","Labor Airticket","Employee Cost","COM-150","689.32"
"2025-04-01","60000200","Labor Airticket","Employee Cost","COM-153","3249.47"
"2025-04-01","60000200","Labor Airticket","Employee Cost","COM-154","5906.78"
"2025-04-01","60000200","Labor Airticket","Employee Cost","TRA-501","469.47"
"2025-04-01","60000200","Labor Airticket","Employee Cost","GENF-150","1585.27"
"2025-04-01","60000200","Labor Airticket","Employee Cost","EVP-101","1413.65"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","COF-101","88034.27"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","COF-102","2766.51"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","COF-104","24851.1"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","COF-105","12270.94"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","COF-107","18219.71"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","COF-109","7234.14"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","COP-101","2316.81"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","DAF-101","131463.51"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","PLF-101","20278.58"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","COM-118","883.06"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","COM-119","27216.79"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","GENF-120","9133.87"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","GENF-130","13217.47"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","GENF-140","82818.86"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","GENF-170","40725.19"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","COM-109","482.94"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","COM-128","613.02"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","COM-129","45436.91"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","COM-150","5974.24"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","COM-153","40181.24"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","COM-154","65958.65"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","TRA-501","2957.98"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","GENF-150","6832"
"2025-04-01","60000210","Labor Other Allowance","Employee Cost","EVP-101","7256.36"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","COF-101","4939.06"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","COF-102","60.38"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","COF-104","1369.98"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","COF-105","1039.97"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","COF-107","1617.75"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","COF-109","350.27"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","COP-101","193.77"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","DAF-101","9377.26"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","PLF-101","1209.98"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","COM-118","86.78"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","COM-119","1613.58"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","GENF-120","455.26"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","GENF-130","829.69"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","GENF-140","2587.99"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","GENF-170","3038.5"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","COM-109","53.23"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","COM-128","18.25"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","COM-129","1137.33"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","COM-150","167.39"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","COM-153","958.66"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","COM-154","1816.67"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","TRA-501","174.58"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","GENF-150","569.28"
"2025-04-01","60000240","Labor Leave Salary","Employee Cost","EVP-101","547.17"
"2025-04-01","60000280","External Manpower Charges","Employee Cost","GENF-120","-40478.4"
"2025-04-01","60000300","Educational Allowances For Staff Children","Employee Cost","COM-138","14855.4"
"2025-04-01","60000300","Educational Allowances For Staff Children","Employee Cost","COM-108","16136.21"
"2025-04-01","60000340","Sales Commission to Staff","Employee Cost","COM-123","1879.99"
"2025-04-01","60000340","Sales Commission to Staff","Employee Cost","COM-128","18411.23"
"2025-04-01","60000340","Sales Commission to Staff","Employee Cost","COM-129","143445.4"
"2025-04-01","60000340","Sales Commission to Staff","Employee Cost","COM-141","251.91"
"2025-04-01","60000340","Sales Commission to Staff","Employee Cost","COM-146","7611.5"
"2025-04-01","60000340","Sales Commission to Staff","Employee Cost","COM-149","11045.86"
"2025-04-01","60000340","Sales Commission to Staff","Employee Cost","COM-150","16104.52"
"2025-04-01","60000340","Sales Commission to Staff","Employee Cost","COM-151","89200.72"
"2025-04-01","60000340","Sales Commission to Staff","Employee Cost","COM-152","6207.14"
"2025-04-01","60000340","Sales Commission to Staff","Employee Cost","COM-153","55221.37"
"2025-04-01","60000340","Sales Commission to Staff","Employee Cost","COM-154","76845.46"
"2025-04-01","60000380","Recruiting charges","Employee Cost","COF-105","3623.48"
"2025-04-01","60000380","Recruiting charges","Employee Cost","DAF-101","5745.01"
"2025-04-01","60000380","Recruiting charges","Employee Cost","COM-102","2359.25"
"2025-04-01","60000380","Recruiting charges","Employee Cost","COM-118","321.69"
"2025-04-01","60000380","Recruiting charges","Employee Cost","GENF-120","2096.31"
"2025-04-01","60000380","Recruiting charges","Employee Cost","GENF-140","291.67"
"2025-04-01","60000380","Recruiting charges","Employee Cost","COM-136","5332.01"
"2025-04-01","60000380","Recruiting charges","Employee Cost","COM-123","1144.75"
"2025-04-01","60000380","Recruiting charges","Employee Cost","COM-129","6001.32"
"2025-04-01","60000380","Recruiting charges","Employee Cost","COM-149","2275.54"
"2025-04-01","60000380","Recruiting charges","Employee Cost","COM-151","1877.6"
"2025-04-01","60000380","Recruiting charges","Employee Cost","COM-153","3423.31"
"2025-04-01","60000380","Recruiting charges","Employee Cost","COM-154","2568.78"
"2025-04-01","60000380","Recruiting charges","Employee Cost","COM-104","912.59"
"2025-04-01","60000380","Recruiting charges","Employee Cost","EVP-101","304.82"
"2025-04-01","60000450","Staff Overtime","Employee Cost","COF-101","5850.15"
"2025-04-01","60000450","Staff Overtime","Employee Cost","COF-102","1071.87"
"2025-04-01","60000450","Staff Overtime","Employee Cost","COF-104","7073.55"
"2025-04-01","60000450","Staff Overtime","Employee Cost","COF-105","1508.14"
"2025-04-01","60000450","Staff Overtime","Employee Cost","COF-107","2922.99"
"2025-04-01","60000450","Staff Overtime","Employee Cost","COP-101","1066.41"
"2025-04-01","60000450","Staff Overtime","Employee Cost","DAF-101","23384.93"
"2025-04-01","60000450","Staff Overtime","Employee Cost","PLF-101","4515.84"
"2025-04-01","60000450","Staff Overtime","Employee Cost","COM-118","5370.45"
"2025-04-01","60000450","Staff Overtime","Employee Cost","COM-119","3317.26"
"2025-04-01","60000450","Staff Overtime","Employee Cost","COM-138","1283.22"
"2025-04-01","60000450","Staff Overtime","Employee Cost","GENF-120","14874.85"
"2025-04-01","60000450","Staff Overtime","Employee Cost","GENF-130","397.57"
"2025-04-01","60000450","Staff Overtime","Employee Cost","GENF-140","8459.32"
"2025-04-01","60000450","Staff Overtime","Employee Cost","GENF-170","823.23"
"2025-04-01","60000450","Staff Overtime","Employee Cost","EVP-101","1331.31"
"2025-04-01","60000491","Staff Social Allowance","Employee Cost","COM-155","4125.59"
"2025-04-01","60000491","Staff Social Allowance","Employee Cost","COM-147","3989.79"
"2025-04-01","60000492","Pension contribution expenses","Employee Cost","COM-155","8971.69"
"2025-04-01","60000492","Pension contribution expenses","Employee Cost","COM-147","4044.56"
"2025-04-01","60000490","Mess Food Charges","Employee Cost","COF-100","320.11"
"2025-04-01","60000490","Mess Food Charges","Employee Cost","COF-101","72074.79"
"2025-04-01","60000490","Mess Food Charges","Employee Cost","COF-102","1705.66"
"2025-04-01","60000490","Mess Food Charges","Employee Cost","COF-104","23514.3"
"2025-04-01","60000490","Mess Food Charges","Employee Cost","COF-105","21085.59"
"2025-04-01","60000490","Mess Food Charges","Employee Cost","COF-107","26187.86"
"2025-04-01","60000490","Mess Food Charges","Employee Cost","COF-109","4733.08"
"2025-04-01","60000490","Mess Food Charges","Employee Cost","COP-101","3487.56"
"2025-04-01","60000490","Mess Food Charges","Employee Cost","DAF-101","158679.8"
"2025-04-01","60000490","Mess Food Charges","Employee Cost","PLF-101","20468.4"
"2025-04-01","60000490","Mess Food Charges","Employee Cost","COM-102","1344.74"
"2025-04-01","60000490","Mess Food Charges","Employee Cost","COM-118","4329.84"
"2025-04-01","60000490","Mess Food Charges","Employee Cost","COM-119","24767.85"
